==============================================================================
VUELTA 197, TAREA 3: MIS CLASES SOBRE LOS 240, ESCRITAS ANTES DEL DESTAPE
==============================================================================

LOS PUESTOS SE LEEN DE docs/loop/SALIDA_V197_T3_CIEGA.txt Y NO SE TECLEAN.
EL DESTAPE, docs/loop/SALIDA_V197_T3_DESTAPE.txt, NO SE HA ABIERTO.

LA VARA, CITADA POR NUMERO Y NO PARAFRASEADA: docs/BANCO_DE_TEXTOS.md 9.6.1,
LA VARA DE LA RAMA CONTENIDO-MANDA, con sus precisiones 9.6.2 (LA VARA TIENE
DIRECCION: pregunta que anade el HIJO a la MADRE, nunca al reves) y 9.6.3 (EL
TAMANO DEL SOLAPE NO DECIDE: se pesa el resto y en que lado), y la tabla de
LOS DOS POLOS del 9.22: procedimiento en los dos sentidos sobre DOS LINEAS
DISTINTAS es C con enlace mutuo; linea en los dos sentidos es A con fusion;
y procedimiento en UN solo sentido es el caso corriente, que continua.

Y CON LOS DOS ERRORES DEL AUDITOR PUESTOS DELANTE, que son los que su cotejo
midio y no una sospecha:
  . LA VARA ES EL SUELO Y NO EL TECHO. Antes de aplicarla se pregunta si el
    par pertenece a una familia con REGLA PROPIA ya fijada. Es la especie del
    719 (la regla del puesto 595) y la del 976 (el sub-puro 7).
  . LA CONTENCION SE MIDE SOBRE EL CONTENIDO, NO SOBRE EL CONTENEDOR. Si el
    corto cabe ENTERO en el largo y no trae ni un paso propio, es A, POR
    MUCHO QUE al largo le sobre un procedimiento entero. Es la especie del
    2838, y la aplique en catorce pares que marco como CONTENCION.

LA B NI SE SALTA NI SE SOBRE EMITE, Y AQUI EMITO CERO, CON SU RIESGO DELANTE.
El sesgo esta medido en las dos direcciones y las dos son perdida. No
encontre ningun par que se pise sin arista y sin que ninguno nombre al otro.
SI EL ARCHIVO TRAE ALGUNA B EN ESTOS 240, LA FALLE POR OMISION, y lo escribo
aqui antes de saberlo.

DOS QUEMADOS QUE NO ESTABAN EN LA LISTA SELLADA DEL SUJETO, Y LOS DECLARO
IGUAL AUNQUE LLEGAN TARDE, PORQUE CALLARLOS SERIA PEOR:
  . EL 654. Su clase de archivo me llego por la lista QUEMADOS del fichero
    scripts/loop/vuelta196_tarea2_relectura_al_doble.py, que lei ENTERO al
    clonarlo para escribir el sujeto de esta vuelta, o sea ANTES de leer la
    ciega. Es contaminacion MIA por no comprobar si la lista de quemados de
    la 196 nombraba puestos de MI universo. Sale del credito.
  . EL 1077. Es el EJEMPLAR del 9.22 y el banco lo nombra con su clase y con
    sus dos nodos. El encargo me manda citar el 9.22, asi que LA DOCTRINA QUE
    ME ORDENAN LEER QUEMA UN PUESTO DE MI PROPIO SUJETO. Sale del credito y
    va levantado como hallazgo.

| puesto | mi clase | mi razon |
| 77 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 78 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 133 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 134 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 135 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 139 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 140 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 141 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 144 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 145 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 159 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 160 | A | A. gestion_sindicato_inversores y manejo_syndicate_inversion dicen los MISMOS actos: lider, acuerdo de que negocia por todos, comunicacion con cada uno, no renegociar por separado. Duplicacion en dos idiomas. |
| 161 | A | A. CONTENCION: los 4 pasos de presupuesto_agil_innovacion caben ENTEROS en asignacion_agil_de_recursos, dos de ellos palabra por palabra, y no traen ni un paso propio. |
| 162 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 163 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 164 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 165 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 166 | A | A. human_in_the_loop_ia y principio_humano_en_el_loop: los mismos cuatro, donde decide sola, revisar cada respuesta, reconocer la alucinacion, doble revision en alto impacto. |
| 204 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 205 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 206 | A | A. CONTENCION: los 4 pasos de customer_discovery_overview son los pasos 6 a 9 de customer_discovery condensados. Nada propio. |
| 207 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 208 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 209 | A | A. etapa_de_investigacion y etapa_investigacion_ventas: preguntar antes de presentar, resistir la demo, medir la proporcion. Lo que B anade es una LINEA, entrenar al equipo. |
| 210 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 211 | A | A. CONTENCION: el paso 4 de preguntas_excelencia_operacional es LITERALMENTE el paso 11 de framework_excelencia_operacional, y sus otros tres son sus pasos 1 a 3. |
| 397 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 398 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 399 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 400 | A | A. hipotesis_de_canales y seleccion_canal_distribucion comparten cuatro de cinco: precio contra canal, costos del canal, UN canal, recalcular el ingreso neto. Los dos residuos son lineas. |
| 401 | A | A. CONTENCION AL REVES: los pasos 7, 8 y 9 de modelo_spin_preguntas son LITERALMENTE los pasos 1, 3 y 4 de modelo_spin, y el orden SPIN que modelo_spin nombra ya esta expandido dentro. |
| 402 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 403 | A | A. intimation_illumination cabe entero en wallas_intimacion_fringe_consciousness: notar la sensacion, atenderla, sostenerla, registrarla. |
| 404 | A | A. CONTENCION: cash_burn_calculation entero son los pasos 3, 4 y 5 de metrics_that_matter_framework. |
| 613 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 614 | A | A. CONTENCION: los pasos 2, 8 y 9 de definicion_alineacion_cadena_suministro son LITERALMENTE los pasos 2, 1 y 4 de alineacion_cadena_estrategia_negocio. |
| 615 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 616 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 617 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 618 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 619 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 620 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 654 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 655 | A | A. filosofia_customer_validation y filosofia_validacion_clientes son el mismo nodo con dos nombres: pedidos reales como evidencia dura y la venta como prueba de hipotesis. QUEMADO. |
| 656 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 657 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 658 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 659 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 662 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 663 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 719 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 720 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 721 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 722 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 723 | A | A. ciclo_construir_medir_aprender y design_test_repeat: construir o prototipar, medir o testear, aprender, repetir. El mismo ciclo con otras palabras. |
| 724 | A | A. voice_of_customer_estrategico y voz_del_cliente_voc: observar en contexto y no quedarse en la encuesta, preguntar el porque. El mismo VoC. |
| 725 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 726 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 880 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 881 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 882 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 883 | A | A. CONTENCION: los 4 pasos de collaborative_transportation_management estan los cuatro en colaboracion_transporte_ctm: socios, hub, nivel de colaboracion, medir. |
| 884 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 885 | A | A. CONTENCION AL REVES: los pasos 5, 6 y 7 de pensamiento_convergente_divergente contienen LITERALMENTE los pasos 3, 4 y 1 de design_attitude_vs_decision_attitude. |
| 886 | A | A. customer_discovery_overview y fit_problema_solucion: comprobar el problema, testear la propuesta, evaluar si el modelo escala. B no trae paso propio. |
| 887 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 908 | A | A. encontrar_grandes_problemas_mercados_emergentes y resolver_problemas_grandes: los MISMOS cuatro pasos EN EL MISMO ORDEN, mercado, puntos de dolor, capacidades propias, solucion de sistema. |
| 910 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 911 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 912 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 913 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 914 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 915 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 916 | A | A. cumplimiento_inversionistas_acreditados y equity_crowdfunding: verificar la acreditacion, las excepciones del JOBS Act, el abogado de valores. Los residuos son lineas. |
| 973 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 974 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 975 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 976 | A | A. formalize_advisory_board e identificar_junta_asesores: el mapa de asesores por area y sumar clientes como asesores estan en los dos. QUEMADO por la 4.1 del acta 197. |
| 979 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 980 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 981 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 982 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 983 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 984 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 985 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 986 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 987 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 988 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 989 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 990 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 1070 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 1071 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 1072 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 1073 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 1074 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 1075 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 1076 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 1077 | C | C. LOS DOS POLOS del 9.22, primer polo: PROCEDIMIENTO en los DOS sentidos sobre DOS LINEAS DISTINTAS. El paso 5 de herramientas, paginas segun la fuente del trafico, lo expande diseno_landing_page entera; el paso 4 de landing, demos de menos de un minuto, lo expande herramientas entera. Enlace mutuo, NO fusion. QUEMADO: el banco lo nombra como su ejemplar y el encargo me manda citar el 9.22. |
| 1206 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 1207 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 1212 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 1213 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 1214 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 1215 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 1217 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 1218 | A | A. sales_operations_planning y sop_colaborativo: ciclo mensual de demanda y oferta, pronosticos, ajuste continuo. El mismo S&OP. |
| 1372 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 1373 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 1374 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
| 1379 | D | D. CONTINUA o ARISTA QUE FALTA: procedimiento en UN SOLO sentido, o dos nodos distintos que no se repiten. Lo que uno anade al otro NO cabe en una linea. |
