MEDICION DE LA PUERTA DE CALIBRACION, vuelta 40, 19 ago 2026
Umbrales VIGENTES y NO tocados: pareja 80, bloque 44. MIN_PASOS_BLOQUE 4.
  verificar_product_market_fit                  core             5 pasos | pareja  49.3 (1 y 2) | bloque  44.9 (corte tras 3, margen +0.9)  | entra por bloque
  strat_map_arenas_estrategicas                 core             6 pasos | pareja  62.1 (1 y 2) | bloque  44.9 (corte tras 4, margen +0.9)  | entra por bloque
  muestreo_de_aceptacion                        quality          5 pasos | pareja  50.7 (2 y 5) | bloque  44.8 (corte tras 3, margen +0.8)  | entra por bloque
  programa_referidos_exclusividad               core             4 pasos | pareja  48.2 (1 y 4) | bloque  44.8 (corte tras 2, margen +0.8)  | entra por bloque
  reparto_inicial_equity                        core             4 pasos | pareja  46.1 (1 y 2) | bloque  44.8 (corte tras 2, margen +0.8)  | entra por bloque
  identificacion_de_riesgos                     quality          6 pasos | pareja  54.7 (5 y 6) | bloque  44.8 (corte tras 3, margen +0.8)  | entra por bloque
  riesgo_del_negocio_o_del_proyecto             risk_management  4 pasos | pareja  48.1 (1 y 4) | bloque  44.8 (corte tras 2, margen +0.8)  | entra por bloque
  balance_eficiencia_responsividad              core             6 pasos | pareja  49.2 (4 y 5) | bloque  44.8 (corte tras 3, margen +0.8)  | entra por bloque
  restricciones_extremas_como_innovacion        core             4 pasos | pareja  48.5 (1 y 4) | bloque  44.8 (corte tras 2, margen +0.8)  | entra por bloque
  cierre_sofisticacion_comprador                core             4 pasos | pareja  46.9 (1 y 2) | bloque  44.8 (corte tras 2, margen +0.8)  | entra por bloque
  driver_produccion                             core             4 pasos | pareja  45.8 (1 y 3) | bloque  44.8 (corte tras 2, margen +0.8)  | entra por bloque
  realizar_pruebas_pasa_no_pasa                 core             4 pasos | pareja  52.3 (1 y 4) | bloque  44.8 (corte tras 2, margen +0.8)  | entra por bloque
  conciencia_de_calidad_2                       quality          5 pasos | pareja  48.8 (4 y 5) | bloque  44.8 (corte tras 3, margen +0.8)  | entra por bloque
  cash_is_king                                  core             4 pasos | pareja  46.2 (1 y 4) | bloque  44.8 (corte tras 2, margen +0.8)  | entra por bloque
  piggyback_marketing                           exportacion      4 pasos | pareja  46.2 (1 y 2) | bloque  44.8 (corte tras 2, margen +0.8)  | entra por bloque
  ubicacion_estrategica_ambiental               environmental    4 pasos | pareja  58.7 (1 y 4) | bloque  44.8 (corte tras 2, margen +0.8)  | entra por bloque
  evaluacion_mejora_programa                    health_safety    6 pasos | pareja  49.0 (2 y 3) | bloque  44.7 (corte tras 4, margen +0.7)  | entra por bloque
  preparar_contacto_clientes                    core             6 pasos | pareja  50.3 (3 y 6) | bloque  44.7 (corte tras 2, margen +0.7)  | entra por bloque
  split_testing_experimentos_ab                 core             5 pasos | pareja  45.6 (3 y 5) | bloque  44.7 (corte tras 3, margen +0.7)  | entra por bloque
  personas_productos_ganancias_orden            core             4 pasos | pareja  46.8 (2 y 4) | bloque  44.7 (corte tras 2, margen +0.7)  | entra por bloque
  cultura_que_habla_del_riesgo_sin_miedo        risk_management  4 pasos | pareja  50.0 (3 y 4) | bloque  44.7 (corte tras 2, margen +0.7)  | entra por bloque
  superioridad_calidad_market_share             quality          5 pasos | pareja  51.4 (2 y 5) | bloque  44.7 (corte tras 2, margen +0.7)  | entra por bloque
  rol_del_equipo_de_trabajo_en_calidad          quality          4 pasos | pareja  45.9 (1 y 3) | bloque  44.7 (corte tras 2, margen +0.7)  | entra por bloque
  intercambio_de_roles_para_motivacion          quality          5 pasos | pareja  51.7 (2 y 4) | bloque  44.7 (corte tras 3, margen +0.7)  | entra por bloque
  sistema_captura_ideas                         core             5 pasos | pareja  46.5 (2 y 3) | bloque  44.7 (corte tras 3, margen +0.7)  | entra por bloque
  alineacion_engagement_estrategia_general      environmental    4 pasos | pareja  48.9 (1 y 2) | bloque  44.7 (corte tras 2, margen +0.7)  | entra por bloque
  desplegar_metas_organizacion                  quality          5 pasos | pareja  50.4 (1 y 3) | bloque  44.7 (corte tras 2, margen +0.7)  | entra por bloque
  due_diligence_adquisiciones                   core             6 pasos | pareja  49.0 (3 y 5) | bloque  44.7 (corte tras 4, margen +0.7)  | entra por bloque
  senalizacion_de_salidas                       health_safety    4 pasos | pareja  47.6 (1 y 3) | bloque  44.7 (corte tras 2, margen +0.7)  | entra por bloque
  principios_lean_startup                       core             5 pasos | pareja  46.2 (1 y 3) | bloque  44.7 (corte tras 2, margen +0.7)  | entra por bloque
  work_breakdown_structure                      core             5 pasos | pareja  48.4 (1 y 2) | bloque  44.7 (corte tras 3, margen +0.7)  | entra por bloque
  mission_and_operations_planning               core             5 pasos | pareja  53.3 (3 y 4) | bloque  44.7 (corte tras 2, margen +0.7)  | entra por bloque
  detectar_prioridad_cliente_entrega            entrega          5 pasos | pareja  50.7 (4 y 5) | bloque  44.7 (corte tras 3, margen +0.7)  | entra por bloque
  superioridad_producto_beneficios              core             6 pasos | pareja  48.4 (3 y 5) | bloque  44.7 (corte tras 4, margen +0.7)  | entra por bloque
  preparar_candidato_validacion                 franquicias      5 pasos | pareja  49.4 (3 y 4) | bloque  44.7 (corte tras 2, margen +0.7)  | entra por bloque
  siete_razones_fracaso_productos               core             4 pasos | pareja  52.9 (1 y 3) | bloque  44.7 (corte tras 2, margen +0.7)  | entra por bloque
  medir_satisfaccion_real_del_cliente           entrega          5 pasos | pareja  50.7 (3 y 4) | bloque  44.7 (corte tras 2, margen +0.7)  | entra por bloque
  ergonomia_laboral                             health_safety    6 pasos | pareja  49.1 (3 y 4) | bloque  44.6 (corte tras 2, margen +0.6)  | entra por bloque
  decision_aptitud_uso                          quality          6 pasos | pareja  49.3 (2 y 4) | bloque  44.6 (corte tras 3, margen +0.6)  | entra por bloque
  gestion_e_waste                               environmental    5 pasos | pareja  48.9 (4 y 5) | bloque  44.6 (corte tras 3, margen +0.6)  | entra por bloque
  categorias_de_material_entrante               quality          5 pasos | pareja  49.5 (1 y 2) | bloque  44.6 (corte tras 3, margen +0.6)  | entra por bloque
  graficos_control_atributos                    quality          5 pasos | pareja  55.6 (2 y 3) | bloque  44.6 (corte tras 3, margen +0.6)  | entra por bloque
  estilos_de_negociacion                        core             4 pasos | pareja  49.4 (1 y 3) | bloque  44.6 (corte tras 2, margen +0.6)  | entra por bloque
  metodologia_medicion_copq                     quality          5 pasos | pareja  45.7 (1 y 4) | bloque  44.6 (corte tras 3, margen +0.6)  | entra por bloque
  dilema_riqueza_vs_control                     core             6 pasos | pareja  51.4 (3 y 4) | bloque  44.6 (corte tras 4, margen +0.6)  | entra por bloque
  mapa_de_influencia                            core             5 pasos | pareja  45.7 (3 y 5) | bloque  44.6 (corte tras 3, margen +0.6)  | entra por bloque
  gate2_second_screen                           core             5 pasos | pareja  51.1 (2 y 3) | bloque  44.6 (corte tras 3, margen +0.6)  | entra por bloque
  mejora_continua_del_sistema                   quality          5 pasos | pareja  45.8 (2 y 4) | bloque  44.6 (corte tras 2, margen +0.6)  | entra por bloque
  gate4_go_to_testing                           core             4 pasos | pareja  45.8 (2 y 4) | bloque  44.6 (corte tras 2, margen +0.6)  | entra por bloque
  necesidad_mantener_informado                  quality          4 pasos | pareja  52.1 (1 y 4) | bloque  44.6 (corte tras 2, margen +0.6)  | entra por bloque
  correr_hacia_el_riesgo                        risk_management  5 pasos | pareja  49.7 (1 y 3) | bloque  44.6 (corte tras 2, margen +0.6)  | entra por bloque
  consejos_de_calidad                           quality          5 pasos | pareja  55.8 (1 y 5) | bloque  44.6 (corte tras 3, margen +0.6)  | entra por bloque
  original_issue_discount_oid                   core             4 pasos | pareja  54.0 (1 y 2) | bloque  44.6 (corte tras 2, margen +0.6)  | entra por bloque
  accion_correctiva_sistematica                 quality          6 pasos | pareja  51.0 (3 y 4) | bloque  44.6 (corte tras 4, margen +0.6)  | entra por bloque
  revision_progreso                             quality          5 pasos | pareja  47.5 (1 y 4) | bloque  44.5 (corte tras 3, margen +0.5)  | entra por bloque
  sistema_informacion_calidad                   quality          5 pasos | pareja  53.6 (1 y 2) | bloque  44.5 (corte tras 3, margen +0.5)  | entra por bloque
  entrada_mercado_nuevo                         core             5 pasos | pareja  45.3 (2 y 3) | bloque  44.5 (corte tras 3, margen +0.5)  | entra por bloque
  medicion_calidad_2                            quality          5 pasos | pareja  57.8 (3 y 4) | bloque  44.5 (corte tras 2, margen +0.5)  | entra por bloque
  buen_lugar_para_trabajar                      core             4 pasos | pareja  44.6 (1 y 3) | bloque  44.5 (corte tras 2, margen +0.5)  | entra por bloque
  drift_hacia_el_fallo                          health_safety    4 pasos | pareja  46.5 (1 y 3) | bloque  44.5 (corte tras 2, margen +0.5)  | entra por bloque
  plan_de_contingencia_b                        core             5 pasos | pareja  49.3 (1 y 2) | bloque  44.5 (corte tras 2, margen +0.5)  | entra por bloque
  test_rico_vs_rey                              core             4 pasos | pareja  48.0 (1 y 2) | bloque  44.5 (corte tras 2, margen +0.5)  | entra por bloque
  mejora_de_proceso_como_via_a_productividad    quality          5 pasos | pareja  53.3 (1 y 5) | bloque  44.5 (corte tras 3, margen +0.5)  | entra por bloque
  data_warehouse_como_fundamento                core             4 pasos | pareja  49.0 (2 y 4) | bloque  44.5 (corte tras 2, margen +0.5)  | entra por bloque
  adaptabilidad_regional_concepto               franquicias      5 pasos | pareja  50.0 (2 y 5) | bloque  44.5 (corte tras 3, margen +0.5)  | entra por bloque
  desarrollo_plan_exportacion                   exportacion      6 pasos | pareja  55.0 (1 y 2) | bloque  44.5 (corte tras 3, margen +0.5)  | entra por bloque
  starting_points_innovacion                    core             4 pasos | pareja  46.7 (1 y 3) | bloque  44.5 (corte tras 2, margen +0.5)  | entra por bloque
  probar_empaque_antes_de_escalar_envios        entrega          5 pasos | pareja  49.4 (1 y 2) | bloque  44.5 (corte tras 2, margen +0.5)  | entra por bloque
  marcador_visual_marca                         core             5 pasos | pareja  47.0 (1 y 3) | bloque  44.5 (corte tras 3, margen +0.5)  | entra por bloque
  alcance_profundo_cadena_suministro            environmental    4 pasos | pareja  52.5 (1 y 2) | bloque  44.5 (corte tras 2, margen +0.5)  | entra por bloque
  implementacion_controles                      health_safety    5 pasos | pareja  51.8 (1 y 3) | bloque  44.5 (corte tras 2, margen +0.5)  | entra por bloque
  paradoja_responsabilidad_creatividad          core             5 pasos | pareja  47.7 (1 y 2) | bloque  44.5 (corte tras 3, margen +0.5)  | entra por bloque
  marco_legal_comercio_electronico_internacional exportacion      6 pasos | pareja  47.1 (1 y 3) | bloque  44.5 (corte tras 3, margen +0.5)  | entra por bloque
  amar_las_restricciones                        core             4 pasos | pareja  51.9 (1 y 4) | bloque  44.5 (corte tras 2, margen +0.5)  | entra por bloque
  plan_cambio_climatico                         environmental    5 pasos | pareja  62.2 (2 y 3) | bloque  44.5 (corte tras 3, margen +0.5)  | entra por bloque
  csf_funcion_protect                           seguridad_digital 7 pasos | pareja  49.7 (3 y 5) | bloque  44.5 (corte tras 5, margen +0.5)  | entra por bloque
  planificacion_itinerario_viaje_negocios       exportacion      6 pasos | pareja  46.6 (1 y 5) | bloque  44.5 (corte tras 4, margen +0.5)  | entra por bloque
  trade_fair_certification_program              exportacion      5 pasos | pareja  47.1 (1 y 3) | bloque  44.5 (corte tras 3, margen +0.5)  | entra por bloque
  evitar_micro_matching                         health_safety    5 pasos | pareja  47.3 (1 y 4) | bloque  44.5 (corte tras 3, margen +0.5)  | entra por bloque
  customer_discovery                            core             5 pasos | pareja  49.7 (2 y 4) | bloque  44.5 (corte tras 2, margen +0.5)  | entra por bloque
  transicion_energia_diversa_renovable          environmental    4 pasos | pareja  46.6 (1 y 3) | bloque  44.5 (corte tras 2, margen +0.5)  | entra por bloque
  ciclo_shewhart_pdsa                           quality          5 pasos | pareja  63.6 (3 y 4) | bloque  44.5 (corte tras 2, margen +0.5)  | entra por bloque
  circulos_de_calidad_para_mejora_operativa     quality          5 pasos | pareja  50.9 (2 y 4) | bloque  44.5 (corte tras 3, margen +0.5)  | entra por bloque
  determinar_monto_a_levantar                   core             5 pasos | pareja  45.5 (3 y 5) | bloque  44.5 (corte tras 3, margen +0.5)  | entra por bloque
  plan_gestion_recursos_humanos                 core             5 pasos | pareja  54.1 (3 y 4) | bloque  44.4 (corte tras 2, margen +0.4)  | entra por bloque
  proteccion_organizacion_matriz_experimentos   core             5 pasos | pareja  49.3 (1 y 2) | bloque  44.4 (corte tras 2, margen +0.4)  | entra por bloque
  gates_tempranos_flexibles                     core             4 pasos | pareja  47.3 (1 y 2) | bloque  44.4 (corte tras 2, margen +0.4)  | entra por bloque
  franquicia_unidad_individual                  franquicias      4 pasos | pareja  50.7 (1 y 4) | bloque  44.4 (corte tras 2, margen +0.4)  | entra por bloque
  diagrama_de_flujo_proceso_map                 quality          8 pasos | pareja  56.0 (1 y 8) | bloque  44.4 (corte tras 3, margen +0.4)  | entra por bloque
  optimizacion_embudo_get_customers             core             5 pasos | pareja  48.6 (1 y 4) | bloque  44.4 (corte tras 3, margen +0.4)  | entra por bloque
  deteccion_de_lideres_y_rezagados              quality          5 pasos | pareja  58.9 (2 y 3) | bloque  44.4 (corte tras 3, margen +0.4)  | entra por bloque
  transparencia_facturacion                     core             4 pasos | pareja  46.7 (1 y 2) | bloque  44.4 (corte tras 2, margen +0.4)  | entra por bloque
  customer_insights_design                      core             4 pasos | pareja  49.5 (3 y 4) | bloque  44.4 (corte tras 2, margen +0.4)  | entra por bloque
  innovacion_abierta                            core             7 pasos | pareja  47.0 (3 y 7) | bloque  44.4 (corte tras 3, margen +0.4)  | entra por bloque
  analisis_variacion_desempeno_servicio         quality          5 pasos | pareja  48.6 (1 y 3) | bloque  44.4 (corte tras 2, margen +0.4)  | entra por bloque
  requirements_management_plan                  core             5 pasos | pareja  45.9 (1 y 4) | bloque  44.4 (corte tras 3, margen +0.4)  | entra por bloque
  eficiencia_energetica_almacenes               environmental    4 pasos | pareja  46.8 (2 y 4) | bloque  44.4 (corte tras 2, margen +0.4)  | entra por bloque
  venta_primer_franquiciado                     franquicias      4 pasos | pareja  46.7 (1 y 3) | bloque  44.4 (corte tras 2, margen +0.4)  | entra por bloque
  registro_lecciones_aprendidas_compra          compras          5 pasos | pareja  55.8 (3 y 5) | bloque  44.4 (corte tras 2, margen +0.4)  | entra por bloque
  experiment_library                            core             5 pasos | pareja  45.5 (4 y 5) | bloque  44.4 (corte tras 3, margen +0.4)  | entra por bloque
  criterios_seleccion_proyectos_calidad         quality          4 pasos | pareja  48.0 (1 y 3) | bloque  44.4 (corte tras 2, margen +0.4)  | entra por bloque
  marketing_verde_autentico                     environmental    4 pasos | pareja  52.8 (1 y 4) | bloque  44.4 (corte tras 2, margen +0.4)  | entra por bloque
  metricas_impacto_ambiental                    environmental    5 pasos | pareja  45.8 (1 y 2) | bloque  44.4 (corte tras 2, margen +0.4)  | entra por bloque
  patrimonio_de_los_propietarios                core             4 pasos | pareja  52.4 (1 y 4) | bloque  44.4 (corte tras 2, margen +0.4)  | entra por bloque
  plan_gestion_comunicaciones                   core             6 pasos | pareja  58.1 (4 y 5) | bloque  44.4 (corte tras 3, margen +0.4)  | entra por bloque
  accountability_incentivos                     environmental    4 pasos | pareja  49.7 (1 y 4) | bloque  44.4 (corte tras 2, margen +0.4)  | entra por bloque
  lean_six_sigma_roadmap                        quality          5 pasos | pareja  47.4 (2 y 5) | bloque  44.4 (corte tras 3, margen +0.4)  | entra por bloque
  new_view_vs_old_view_de_error_humano          health_safety    5 pasos | pareja  48.5 (4 y 5) | bloque  44.3 (corte tras 3, margen +0.3)  | entra por bloque
  problem_recognition_scale                     core             4 pasos | pareja  48.7 (1 y 3) | bloque  44.3 (corte tras 2, margen +0.3)  | entra por bloque
  metodos_de_pago_internacional                 exportacion      4 pasos | pareja  52.3 (1 y 2) | bloque  44.3 (corte tras 2, margen +0.3)  | entra por bloque
  documentacion_exportacion                     exportacion      6 pasos | pareja  48.1 (3 y 6) | bloque  44.3 (corte tras 4, margen +0.3)  | entra por bloque
  genchi_gembutsu_salir_del_edificio            core             5 pasos | pareja  51.8 (2 y 5) | bloque  44.3 (corte tras 2, margen +0.3)  | entra por bloque
  evaluacion_gestion_riesgos                    quality          6 pasos | pareja  45.3 (4 y 6) | bloque  44.3 (corte tras 4, margen +0.3)  | entra por bloque
  linea_base_costos                             core             4 pasos | pareja  47.1 (1 y 3) | bloque  44.3 (corte tras 2, margen +0.3)  | entra por bloque
  self_regulation_deregulation_tradeoffs        health_safety    4 pasos | pareja  46.9 (2 y 4) | bloque  44.3 (corte tras 2, margen +0.3)  | entra por bloque
  que_es_cui                                    seguridad_digital 4 pasos | pareja  51.1 (1 y 2) | bloque  44.3 (corte tras 2, margen +0.3)  | entra por bloque
  senales_de_compra_en_venta_grande             core             4 pasos | pareja  46.8 (1 y 4) | bloque  44.3 (corte tras 2, margen +0.3)  | entra por bloque
  equipos_alto_desempeno                        health_safety    4 pasos | pareja  47.1 (1 y 3) | bloque  44.3 (corte tras 2, margen +0.3)  | entra por bloque
  plan_de_materiales_colaterales                core             5 pasos | pareja  46.1 (1 y 4) | bloque  44.3 (corte tras 3, margen +0.3)  | entra por bloque
  deep_dive_workshop                            core             5 pasos | pareja  49.7 (1 y 3) | bloque  44.3 (corte tras 2, margen +0.3)  | entra por bloque
  establecer_proyecto_y_metas_diseno            quality          5 pasos | pareja  51.7 (1 y 5) | bloque  44.3 (corte tras 2, margen +0.3)  | entra por bloque
  seo_link_building                             core             5 pasos | pareja  47.4 (1 y 2) | bloque  44.3 (corte tras 3, margen +0.3)  | entra por bloque
  sintesis_hipotesis_modelo_negocio             core             5 pasos | pareja  54.0 (1 y 5) | bloque  44.3 (corte tras 3, margen +0.3)  | entra por bloque
  gate_0_evaluacion_wishlist                    core             5 pasos | pareja  49.1 (1 y 4) | bloque  44.3 (corte tras 3, margen +0.3)  | entra por bloque
  tipos_criterios_gate                          core             5 pasos | pareja  47.4 (1 y 3) | bloque  44.3 (corte tras 2, margen +0.3)  | entra por bloque
  option_pool_negociacion                       core             4 pasos | pareja  47.1 (1 y 3) | bloque  44.3 (corte tras 2, margen +0.3)  | entra por bloque
  contratar_cerrador_de_ventas                  core             5 pasos | pareja  47.3 (1 y 2) | bloque  44.3 (corte tras 3, margen +0.3)  | entra por bloque
  mantenimiento_preventivo_orientado_al_cliente quality          5 pasos | pareja  46.2 (3 y 5) | bloque  44.3 (corte tras 3, margen +0.3)  | entra por bloque
  consejo_ejecutivo_calidad                     quality          5 pasos | pareja  52.0 (3 y 5) | bloque  44.3 (corte tras 2, margen +0.3)  | entra por bloque
  asignacion_agil_de_recursos                   core             4 pasos | pareja  49.5 (3 y 4) | bloque  44.3 (corte tras 2, margen +0.3)  | entra por bloque
  energia_eolica_distribuida                    environmental    4 pasos | pareja  46.9 (1 y 4) | bloque  44.3 (corte tras 2, margen +0.3)  | entra por bloque
  enfoque_find_and_fix                          health_safety    4 pasos | pareja  51.5 (1 y 3) | bloque  44.3 (corte tras 2, margen +0.3)  | entra por bloque
  dmaic_fase_measure                            quality          7 pasos | pareja  44.8 (2 y 3) | bloque  44.3 (corte tras 4, margen +0.3)  | entra por bloque
  eliminar_slogans_y_exhortaciones              quality          4 pasos | pareja  48.6 (1 y 4) | bloque  44.3 (corte tras 2, margen +0.3)  | entra por bloque
