id	veredicto	lineas	frase_clave	dato	texto_fiel	razon
DK1-011	OPERATIVO	L4410-L4410	who are willing to expose and acknowledge the constraints that make these claims possible.		Reconoce de forma explícita las limitaciones y el alcance de tus propias conclusiones al analizar lo sucedido.	El libro dice que tu vista es subjetiva y limitada (L2553) y valora exponer las limitaciones del analisis (L4410, L1107); dejarlo por escrito concreta sin datos nuevos.
DK1-012	OPERATIVO	L3960-L3960	you will have to start seeing it as the effect of problems deeper inside your organization. Not as the simple cause of all your trouble.		Cuestionar si esa solución atribuye la falla solo a individuos en lugar de verla como efecto de problemas más profundos de la organización.	La accion es fiel, pero 'causa raiz sistemica' choca con L1942-L1946 (There is no “root” cause; root cause es donde dejas de buscar); se reescribe sin ese termino.
DK1-013	OPERATIVO	L3274-L3274	Connecting the task to a cause larger than it, or the person doing that task, is a third inner motivator.		Conectar cada tarea con una causa más amplia que la tarea y que la persona que la realiza.	El libro habla de una causa mayor, no necesariamente de un proposito organizacional; el paso lo estrecha.
DK1-014	OPERATIVO	L3426-L3433	Terms that try to explain so much, end up explaining little.		Precisar qué se entiende por 'cultura' en cada caso, porque un término que lo cubre todo explica poco.	El libro advierte que la cultura de seguridad lo abarca todo y explica poco, y pide operacionalizar etiquetas (L1821); definir aspectos concretos es concrecion.
DK1-015	FIEL	L471-L476	Practitioners are not all exposed to the same kind and level of accident risk. This makes it impossible to compare their accident rates			Parafrasis fiel.
DK1-016	FIEL	L3539-L3539	certain workplace polices, such as post-incident drug and alcohol testing, may discourage workers from reporting injuries and illnesses.			Literal.
DK1-017	OPERATIVO	L2399-L2401	Adapting procedures in the face of either unanticipated complexity or a vulnerability to making other errors. But people may not be entirely successful at adapting the procedure		Entender cuándo una adaptación del procedimiento es una inversión en seguridad y cuándo forma parte de una deriva que va reduciendo los márgenes.	El libro muestra adaptaciones que crean seguridad (L2437) y la deriva que erosiona margenes (L2457); no pide diferenciarlas expresamente, el paso lo concreta.
DK1-018	FIEL	L646-L646	Whether this is a supervisor, an inspector, the police, a judge, a jury--these are rarely “juries of peers.” ... make sure you have people involved ... who know the messy details, and who have credibility in the eyes of other practitioners.			Literal.
DK1-019	FIEL	L3426-L3429	No wonder we blame “safety culture” for more and more accidents. By blaming “safety culture,” we pretty much cover everything. But it explains little.			Parafrasis fiel.
DK1-020	FIEL	L3940-L3960	the pressure to come up with findings and recommendations quickly ... can lead to a superficial study of the mishap and Old View countermeasures.			El libro pide ver el problema como organizacional y no quedarse en un estudio superficial antes de las contramedidas.
DK1-021	FIEL	L154-L161	they stop when they have satisfied their desire to blame the frontline operator			El libro advierte contra detenerse en el operador sin mirar las condiciones (L310, L161).
DK1-022	OPERATIVO	L2377-L2381	The difference between large changes and small changes are easy to note on a round dial.		Evaluar si la representación permite ver de un vistazo tendencias y la magnitud de los cambios, como la aguja sobre una escala fija.	El libro describe la ventaja del dial para ver tendencias y magnitudes; convertirlo en evaluacion es concrecion.
DK1-023	FIEL	L2300-L2300	Ask yourself whether the right knowledge was there, or whether it was erroneous or incomplete.			Literal.
DK1-024	FIEL	L1512-L1512	Silences. ... Was P2 distracted or occupied with another task ... So the period of silence may not mark a period of low workload (perhaps the contrary).			Literal.
DK1-025	FIEL	L1619-L1619	Taken individually, such features do not represent “errors” ... But together, and in how they relate to each other, these features can be creating a context			Literal.
DK1-026	FIEL	L2082-L2082	explore how aspects of training, documentation ... may all have influenced what people at the sharp end saw as making sense at the time.			Literal.
DK1-027	OPERATIVO	L1989-L1989	Allow the reader to understand what made the difference on the day of the accident. ... Do not rely on ‘human error’ or “unsafe acts” to explain the difference--that is the cheap way out.		Explica qué marcó la diferencia ese día, por qué las cosas se salieron de control esa vez, sin recurrir al 'error humano' como explicación fácil.	El libro habla de lo que marco la diferencia ese dia, no de lo que alguien hizo diferente; el paso estrecha la explicacion a una accion propia.
DK1-028	FIEL	L1514-L1514	Overlapping speech. ... This can give you clues to look into hierarchical relationships			Literal.
DK1-029	FIEL	L2381-L2381	an airspeed scale should be fixed. ... The moving part in a compatible representation of airspeed is the pointer, not the scale.			Literal.
DK1-030	FIEL	L3115-L3115	The gap between how an organization or operation works and how the bureaucracy believes it works can grow.			Parafrasis fiel.
DK1-031	OPERATIVO	L589-L591	Confidential means that the reporter is known, but only, for example, for safety people--not to people who could create career jeopardy		Establecer un sistema de reporte de incidentes que no exponga a quien reporta a castigo ni a represalias en su carrera.	El libro apoya reportar sin represalias (L591, L3952, L3753), pero no habla de un sistema 'libre de castigo' ni lo iguala a just culture, que en L604-L631 critica cuando es programa de categorias; se concreta sin la etiqueta.
DK1-032	FIEL	L1959-L1959	So it may actually be better to think in terms of explanations than causes. Or perhaps even turn to interventions, recommendations, improvements or changes instead.			Literal.
DK1-033	FIEL	L1575-L1577	>set< faster than surrounding talk / <set> slower than surrounding talk			Literal.
DK1-034	FIEL	L1644-L1644	What is normal at this time in the operation? Tasks relate in systematic ways to stages in a process.			Literal.
DK1-035	FIEL	L2082-L2084	how aspects of training, documentation, operational or managerial decision making, regulatory influences or industry standards ... how the industry has designed and maintained its equipment			Literal.
DK1-036	OPERATIVO	L3533-L3535	Some companies have cash prizes for those who do not report incidents or injuries and offer bonus payments to managers whose departments report low numbers of negative events.		Revisa los programas de incentivos de seguridad para ver si desincentivan el reporte de lesiones, como premios grupales que se pierden si alguien reporta o bonos a jefes por cifras bajas.	El libro describe estos incentivos y su efecto; 'auditar' es concrecion. 'Perdida de bonos' no esta literal: el libro habla de perdida de premios y de horas extra (L3533, L3535).
DK1-037	OPERATIVO	L2082-L2084	The aim of a distal reach is to explore how aspects of training, documentation ... may all have influenced what people at the sharp end saw as making sense		Trazar cómo aspectos de la organización, la regulación y la industria influyeron en lo que ocurrió en el extremo agudo.	Concrecion del alcance distal y del flowchart (L1979); se evita 'cadena', ya que el libro critica el modelo de cadena de eventos (L2782-L2800).
DK1-038	FIEL	L1571-L1597	(1.2) pauses in seconds and tens of seconds / (.) micro-pause (shorter than two-tenths of a second) / [set] overlapping with other talk			Literal.
DK1-039	FIEL	L3308-L3308	What do your people believe is “dodgy” about the operation? Ask them that question directly, and you may get some surprising results.			Literal.
DK1-040	FIEL	L1987-L1987	Trace the difference between work as imagined and work as actually done.			Literal.
DK1-041	FIEL	L3940-L3940	In the aftermath of failure, the pressure to come up with findings and recommendations quickly can be enormous			Parafrasis fiel con L4055 (Do not get deluded by the fallacy of a quick fix).
DK1-042	FIEL	L1133-L1133	This required us to match the clearances from air traffic control given during the approach, and see how this updated both the track and the crew’s evolving understanding of how much time was left.			Literal.
DK1-043	FIEL	L3362-L3362	You will probably recognize what your organization believes about “safety culture.”			Parafrasis fiel.
DK1-044	FIEL	L1146-L1146	Making clear where you start, and explaining this choice, is essential for a well-structured, credible ‘human error’ investigation.			Literal.
DK1-045	OPERATIVO	L2393-L2395	Situations may (and often do) occur where multiple procedures need to be applied at once ... But items in these various procedures may contradict one another.		Identificar situaciones en que hubo que aplicar varios procedimientos a la vez y sus pasos se contradecían.	El libro describe el fenomeno; documentar casos es concrecion en su direccion.
DK1-046	FIEL	L471-L471	Some drivers will routinely be on routes through the busy center of the city ... Some may drive at night a lot, others during the daytime.			Parafrasis fiel; la exposicion distinta impide atribuir propension personal (L476).
DK1-047	OPERATIVO	L3558-L3580	there is nothing actionable (no manipulated variables) in a mere call to zero that they can identify and work with.		Revisa tu compromiso de 'cero accidentes' y habla de qué pueden hacer y controlar tú y tu equipo, porque la meta por sí sola no dice qué hacer.	El libro pide revisar la vision cero y señala que no ofrece nada accionable; traducirla en acciones controlables es concrecion.
DK1-048	FIEL	L1983-L1983	identify the organization’s model(s) of risk, and how the organization thought it could control that risk ... made them invest in certain things			Literal.
DK1-049	FIEL	L3272-L3272	should be given with space and support that allows improvement, growth and an eventual sense of mastery of the task.			Literal.
DK1-050	FIEL	L1583-L1595	set? rising pitch at the end / se::t falling pitch within word			Literal.
DK1-051	CONTRARIO	L833-L833	But when it comes to explaining behavior, counterfactuals do not contribute.	usar el razonamiento contrafactico para explicar por que actuaron como actuaron	No usar el razonamiento contrafáctico (qué habría pasado si hubieran actuado distinto) para explicar por qué los operadores actuaron como actuaron; buscar por qué lo que hicieron tuvo sentido para ellos.	El libro solo admite contrafacticos para recomendar contramedidas (L833) y dice que no tienen papel para explicar la conducta (L2061); no hay pasaje que apoye el paso.
DK1-052	FIEL	L3940-L3948	Here are some really obvious, but false, quick fixes: reprimanding ... retraining ... writing a procedure ... adding just a little bit more technology.			Literal.
DK1-053	FIEL	L1146-L1146	Making clear where you start, and explaining this choice, is essential			Literal.
DK1-054	FIEL	L2553-L2553	But your view is subjective and unique ... and just as constrained (though by other things) as the next person’s.			Parafrasis fiel junto con L776 (hindsight).
DK1-055	FIEL	L1634-L1634	Find out how the values of these parameters were available to people--dials, displays, mode annunciations, alarms, warnings.			Literal.
DK1-056	FIEL	L1217-L1222	it actually does not use time as organizing principle at all. Instead, it uses excerpts of communication as its organizing principle.			El libro contrapone el timeline por fragmentos de comunicacion con el de mayor resolucion, que en su ejemplo va segundo a segundo (L1226-L1504).
DK1-057	OPERATIVO	L3539-L3539	Experts and industry officials suggest that rate-based programs may discourage reporting of injuries and illnesses		Revisa los programas basados en tasas de incidentes, que pueden desincentivar el reporte, y pon el foco en las condiciones de trabajo y en lo que la organización hace por la seguridad.	El libro critica los programas basados en tasas y los objetivos numericos (L3074), pero no propone metricas de proceso para sustituirlos; el paso concreta en su direccion.
DK1-058	FIEL	L3270-L3270	Meaningful feedback, choice over how to do things, and real control over various aspects of their work, are all ways to affirm people’s sense of autonomy.			Literal.
DK1-059	ANADIDO	L3525-L3525	the union representative asked a subsequent group to write “yes” on a piece of paper if they were afraid to report injuries.	entrevistas anonimas como metodo para evaluar el clima de reporte	Pregunta a tus trabajadores si tienen miedo de reportar lesiones, por ejemplo pidiéndoles que lo indiquen por escrito sin identificarse, y por qué.	El libro no habla de entrevistas anonimas (Grep de anonym solo halla L591 sobre reporte confidencial; interview no aparece en ese sentido); su ejemplo es preguntar en reuniones de turno y luego por escrito.
DK1-060	FIEL	L2310-L2310	when you suspect inert knowledge, look for mismatches between how knowledge is acquired and how it is (to be) applied.			Literal.
DK1-061	FIEL	L2071-L2075	The people involved did not enjoy the hindsight we now have. ... This conversion into simple, linear causality is called the hindsight bias.			Parafrasis fiel.
DK1-062	OPERATIVO	L3535-L3546	Each month that no one reports an injury, all workers receive prizes ... Behavioral safety programs can harm social cohesion and workplace solidarity.		Resiste los premios grupales que se pierden cuando alguien reporta un incidente, porque desincentivan el reporte y dañan la solidaridad.	El libro describe y critica estos premios (Resist behavioral safety interventions, L3514) pero no ordena eliminarlos; el paso lo concreta en su direccion.
DK1-063	FIEL	L1728-L1732	data availability: what can be shown to have been physically available ... data observability: what would have been observable			Literal.
DK1-064	FIEL	L646-L646	those who judge them often do not really know what their work is like. They do not know the messy details, they lack technical knowledge			Parafrasis fiel.
DK1-065	FIEL	L1129-L1135	The investigators came back and presented me with a little table which detailed the radial distance ... It was useless.			El libro muestra que hay que reconstruir lo que la tripulacion sabia (millas de recorrido) y no una metrica retrospectiva.
DK1-066	FIEL	L1537-L1537	So-called tokens, such as “oh,” “um” and “ah.”			Literal.
DK1-067	OPERATIVO	L3123-L3123	the more they become “fantasy documents.” Fantasy documents bear no relation to actual work or actual operational expertise.		Revisar si los procedimientos de seguridad guardan relación con el trabajo real o se han vuelto 'documentos de fantasía'.	El libro describe el riesgo; auditarlo es concrecion en su direccion.
DK1-068	FIEL	L2308-L2308	Students might see one instance of a problem they are confronted with in training as canonical for other instances ... This is overgeneralization			Literal.
DK1-069	FIEL	L2082-L2082	the proximal factors (those close in space and time to the actual accident)			Literal.
DK1-070	OPERATIVO	L3535-L3535	the injured worker had to wear a fluorescent yellow vest for a week. ... But the vest identified the worker as the safety problem. Worse, it stigmatized the worker		Resiste prácticas que estigmaticen a trabajadores lesionados, como obligarlos a llevar una señal visible ante el resto del equipo.	El libro describe y critica la practica pero no ordena eliminarla; concrecion en su direccion.
DK1-071	CONTRARIO	L591-L591	Confidential means that the reporter is known, but only, for example, for safety people--not to people who could create career jeopardy (for example, supervisors, line managers).	que el supervisor directo conozca la identidad del reportante	Configurar el reporte confidencial para que la identidad del reportante la conozcan solo, por ejemplo, las personas de seguridad, y no supervisores ni jefes de línea que puedan perjudicar su carrera.	El libro excluye expresamente a supervisores y jefes de linea; ningun pasaje apoya darles la identidad.
DK1-072	FIEL	L1942-L1959	What you call “root cause” is simply the place where you stop looking any further.			Parafrasis fiel.
DK1-073	ANADIDO	L3111-L3111	Safety bureaucracies are often organized around lagging indicators: measuring that which has already been. The predictive value of most lagging indicators is known to be poor.	proporcion de indicadores adelantados frente a rezagados	Revisar si la gestión de seguridad se organiza en torno a indicadores rezagados, que miden lo que ya pasó y predicen poco.	El libro solo habla de indicadores rezagados; no menciona indicadores adelantados ni una proporcion entre ambos (Grep de leading indicator: sin resultados).
DK1-074	FIEL	L3758-L3758	Unsafe systems typically kill or gravely injure one in ten to 1,000 people per activity. Safer systems one in 10,000, safe systems one in 100,000 and ultra-safe systems one in 1,000,000 or better.			La categoria se define por la frecuencia de muerte o lesion grave; determinarla con esos datos es lo que el libro plantea (How safe is the activity already?).
DK1-075	OPERATIVO	L3758-L3768	You want to peg your investments in safety to the level of safety the particular activity has already attained.		Elegir la estrategia que corresponde a esa categoría: competencia en las inseguras, estandarización en las más seguras, compromiso de la dirección y reporte de incidentes en las seguras, y entender el trabajo normal y lo que da resiliencia en las ultra seguras.	El libro da una estrategia por nivel (L3760-L3766); el paso omite la de las ultra seguras, donde el reporte de incidentes puede dejar de ayudar, y queda incompleto; 'demonstrated effect' en L3781 respalda lo de 'han funcionado'.
DK1-076	OPERATIVO	L2381-L2381	Yet in a speed tape, this principle is violated ... One advantage of a speed tape versus a round dial is its more parsimonious use of cockpit real estate, but for that gain, there are costs	redisenar displays	Identificar displays que violan el principio de la parte móvil y tener en cuenta sus costes para el monitoreo, sabiendo que toda forma de representar la información tiene ventajas y desventajas.	El libro describe la violacion y sus costes pero no pide redisenar; advierte que todo diseno abre nuevas vias de fallo (L2353, L2371). Va en su direccion (cambiar las herramientas, L138), por eso no es CONTRARIO.
DK1-077	FIEL	L1116-L1140	You could have event logs, for example, that operators are required to keep. Or you may get machine read-outs of settings			El libro cita grabaciones (L1116), el plot de radar (L1131) y registros o logs (L1140).
DK1-078	FIEL	L1632-L1632	Find out how relevant process parameters were changing over time, both as a result of human influences and of the process moving along.			Literal.
DK1-079	FIEL	L656-L658	Strong social and organizational support systems for second victims (psychological first aid, debriefings, follow-up), have proven critical			Literal.
DK1-080	FIEL	L3768-L3768	Telling people in an ultra-safe activity that they need more rules and better compliance, for example, is not going to make things any safer. That would fit better in a system that is merely safer than the unsafe.			El libro pide ajustar las acciones al nivel de seguridad en ambos sentidos (L3762: las soluciones rigidas pueden ser resistidas en sistemas inseguros).
DK1-081	FIEL	L3245-L3253	that they can genuinely listen ... that they do not stand at the ready with their judgments about how the work should be done			Parafrasis fiel.
DK1-082	FIEL	L2437-L2447	He then had bought himself enough time to devote to subsequent tasks ... pilots do learn to manage concurrent task demands, particularly through experience			El libro pide entender la brecha entre procedimiento y practica (L2433) con el ejemplo del piloto experimentado.
DK1-083	FIEL	L161-L161	getting rid of one person does not remove the conditions that gave rise to the trouble they got into.			Parafrasis fiel.
DK1-084	OPERATIVO	L3768-L3768	You want to peg your investments in safety to the level of safety the particular activity has already attained.	nivel de madurez	Ajustar las inversiones en seguridad al nivel de seguridad que la actividad ya ha alcanzado.	El libro habla del nivel de seguridad alcanzado (frecuencia de muerte o lesion), no de madurez; se corrige el termino.
DK1-085	FIEL	L631-L631	If you truly want to create accountability and a “just culture” in your organization, forget buying it off the shelf. It won’t work			Literal.
DK1-086	OPERATIVO	L1944-L1957	a large number of contributory factors are necessary and only jointly sufficient ... Selective. There are only so many things you can label “causal”	exhaustivamente	Documentar los múltiples factores organizacionales, técnicos y humanos que fueron necesarios y solo conjuntamente suficientes, sabiendo que toda selección de causas es selectiva.	El libro apoya documentar muchos factores (L1968, 191 recomendaciones), pero dice que la red causal se abre sin fin y que toda seleccion es selectiva, excluyente y simplificada; 'exhaustivamente' no cabe.
DK1-087	FIEL	L2403-L2433	Table 4.1 Old and New View interpretations of procedural adaptations			Literal.
DK1-088	FIEL	L3952-L3952	Reprimanding people involved in the incident typically stops learning from that incident. Your organization cannot learn and punish at the same time.			Parafrasis fiel.
DK1-089	FIEL	L3257-L3257	Debriefings afterward are possible in some settings too ... Such debriefings may require a neutral facilitator.			Literal.
DK1-090	OPERATIVO	L3753-L3764	In these safe systems, incident reporting is worthwhile, as the ingredients of incidents (dress rehearsals) tend to show up in accidents.		Analizar los cuasi-accidentes para aprender de ellos: en sistemas seguros sus ingredientes suelen aparecer en los accidentes, aunque en los ultra seguros los incidentes ya no predicen bien los accidentes.	El libro respalda aprender de cuasi-accidentes en sistemas seguros, pero advierte que la hipotesis de causa comun pierde validez cuanto mas seguro es el sistema (L2761, L3766); el paso generaliza sin esa condicion.
DK1-091	FIEL	L3255-L3255	that they don’t worry, as their first priority, about their own liability or how to reduce it.			Literal.
DK1-092	FIEL	L648-L650	Explore the potential for restorative justice. Retributive justice focuses on the errors or violations of individuals.			Literal.
DK1-093	OPERATIVO	L2592-L2592	Sure, we can compare our outside/hindsight knowledge of the situation with operators’ inside knowledge. ... But that is not a useful norm.		Evita usar lo que sabes ahora como norma para juzgar lo que sabía la persona que decidió en ese momento.	El libro no prohibe comparar, sino usar el conocimiento retrospectivo como norma; se ajusta el matiz.
DK1-094	OPERATIVO	L129-L133	there were big differences between the numbers and the kinds of errors each of the two groups observed. ... Observed ‘human errors’ were not errors to those “committing” them.		Tener en cuenta que operadores expertos y observadores externos pueden clasificar el mismo comportamiento de forma distinta: lo que unos ven como error puede ser una estrategia deliberada.	El libro relata el estudio de Hollnagel y Amalberti pero no pide hacer esa comparacion; el paso lo convierte en metodo.
DK1-095	FIEL	L646-L646	make sure you have people involved in the aftermath of an incident who know the messy details, and who have credibility in the eyes of other practitioners.			Literal.
DK1-096	ANADIDO	L572-L572	ask him to write up his account of what happened and why. And then to publish this account widely throughout the company. If the person would go along with this	plazo maximo de 48 horas tras el incidente	Pedir a la persona involucrada que escriba su relato de lo ocurrido y por qué y, si acepta, publicarlo ampliamente en toda la empresa.	El libro no fija plazo (Grep de 48, forty-eight, hours: solo timestamps y otros contextos) y condiciona la publicacion a que la persona acepte.
DK1-097	FIEL	L3304-L3304	What does it take to get the job done on a daily basis?			Literal.
DK1-098	OPERATIVO	L584-L586	The problem wasn’t negligent mechanics, it was a poorly designed logbook. ... The bottom line: discipline without understanding the problem is ineffective.		Revisa casos en que sancionar a alguien no resolvió el problema, porque no se entendió ni se cambió lo que lo causaba.	El libro trae ejemplos (bitacoras, tapones de aceite, DC-10 en L2796-L2798) pero no pide llevar un registro; es concrecion.
DK1-099	FIEL	L1648-L1648	What were other people in the operating environment doing?			Literal.
DK1-100	OPERATIVO	L3567-L3569	Zero vision implies that everything is preventable ... Zero visions can stigmatize incidents and those involved in them.		Ten presente que la meta de cero accidentes da por hecho que todo es prevenible, y que eso puede estigmatizar a los involucrados cuando algo sale mal.	El libro explica que la vision cero supone que todo es prevenible y estigmatiza; el paso lo concreta como advertencia de uso.
DK1-101	FIEL	L3115-L3115	If people at the sharp end come up with worker-led innovations, then these can quickly go underground if they are non-compliant with current procedure or protocol.			Literal.
DK1-102	FIEL	L1510-L1510	The ebb and flow of work. Talk gets busier toward the end.			Literal.
DK1-103	FIEL	L3558-L3558	These are not reasons to reject the vision, but to have more constructive conversations about it			Parafrasis fiel.
DK1-104	FIEL	L3310-L3310	What do your people have to do to “finish the design” of the tools and technologies that the organization has given them to work with?			Literal.
DK1-105	FIEL	L3247-L3257	that they really want to learn about the work that is going on, and what makes that work frustrating or dodgy ... the workarounds, the improvisations, the innovations and frustrations			Parafrasis fiel.
DK1-106	FIEL	L3109-L3109	Incentive structures around the absence of negatives can get people to suppress bad news, or to fudge injury or incident numbers.			Parafrasis fiel.
DK1-107	OPERATIVO	L467-L476	Testing workers and carefully vetting and selecting them, excluding the accident-prone ones ... a trace for employers and others to base hiring and firing decisions on.	sin analisis contextual	Evitar usar perfiles de 'propensión a accidentes' para decisiones de contratación o despido, ya que los trabajadores no están expuestos al mismo riesgo y sus tasas no se pueden comparar.	El libro descarta la propension como explicacion (L476, L484); la condicion 'sin analisis contextual' no esta en el libro y sugiere que con analisis el perfil valdria.
DK1-108	FIEL	L640-L642	Don’t ask who is responsible, ask what is responsible.			Literal.
DK1-109	FIEL	L2553-L2553	you might as well try your best to stand on the inside of the tunnel rather than on the outside, in hindsight.			Parafrasis fiel con L2077.
DK1-110	OPERATIVO	L3396-L3398	Studies culture with qualitative methods such as observations, interviews ... Studies culture with quantitative methods such as surveys, measurements, questionnaires		Ver qué métodos se usan para estudiar la cultura, cualitativos (observaciones, entrevistas) o cuantitativos (encuestas, cuestionarios), como señal de la visión que predomina.	La Tabla 7.1 asocia cada vision a sus metodos; usarlo como evaluacion es concrecion.
DK1-111	FIEL	L1897-L1901	Cause is not something you find. Cause is something you construct. How you construct it ... depends on where you look, what you look for, who you talk to			Literal, con la Tabla 3.1.
