id	veredicto	lineas	frase_clave	dato	texto_fiel	razon
SB2-024	FIEL	L415; L417	Exit doors can be opened from the direction of exit travel without the use of a key, tool, or any special knowledge or effort when the building is occupied. / Exit doors are side-hinged and swing.			Une dos puntos del libro sin añadir.
SB2-025	FIEL	L1845	Through this program, authorized trainers provide 10- and 30-hour training programs.			Recurso Outreach de 10 o 30 horas presentado por el libro.
SB2-026	FIEL	L251; L233	An annual summary is prepared at the end of each calendar year using OSHA Form 300A ... is posted during the months of February, March, and April.			Preparar y publicar el resumen anual; el periodo se remite a la norma del mercado sin cambiarlo.
SB2-027	FIEL	L1851	Most OSHA Strategic Partnerships are based out of local OSHA Area or Regional Offices.			Concreta lo que el libro dice sobre dónde se gestionan las asociaciones.
SB2-028	FIEL	L247	Employers are partially exempt from OSHA's injury and illness recordkeeping requirements if 1) they had 10 or fewer workers ... or 2) they are in certain low-hazard industries			Averiguar la exención según tamaño y actividad.
SB2-029	FIEL	L423	Doors on cold storage rooms are provided with an inside release mechanism that releases the latch and open the door even if the door is padlocked or otherwise locked on the outside.			Literal parafraseado.
SB2-030	FIEL	L1483	Grates or similar type covers over floor holes, such as floor drains, are designed to allow unimpeded foot traffic and rolling equipment.			Literal parafraseado.
SB2-031	FIEL	L1761	Young workers understand that they will not be fired or disciplined for reporting an unsafe work condition, an injury or a "near-miss."			Literal parafraseado.
SB2-032	FIEL	L301	Sufficient access and working space is provided and maintained around all electrical equipment			Literal.
SB2-033	FIEL	L491	The plan address procedures for assisting people during evacuations, particularly those with disabilities or who do not speak English.			Localiza English como idioma local; sin añadir.
SB2-034	FIEL	L1889-L1891	If you are in a state with an OSHA-approved State Plan, you may be subject to different or additional requirements			Revisar si tu estado tiene Plan Estatal.
SB2-035	FIEL	L1969-L1973	professional associations that have a broad range of expertise and information on workplace safety and health and have local chapters that small businesses could join.			Recurso del libro.
SB2-036	FIEL	L1657; L1373	Workers exposed to arc welding rays and other hazards created by welding, cutting, or brazing operations are protected with PPE and protective clothing.			EPP y ropa protectora contra rayos de arco; la protección ocular contra radiación está en L1373.
SB2-037	FIEL	L1921	Many workers' compensation carriers ... conduct periodic inspections and visits to evaluate safety and health hazards. ... Contact your carrier to see what it has to offer.			Literal parafraseado.
SB2-038	FIEL	L1975-L1977	Small Business Development Center (SBDC) Program to provide management and technical assistance to current and prospective small business owners.			Recurso del libro para asistencia técnica.
SB2-039	FIEL	L259-L261	Injury and illness records (OSHA 300, 300A, and 301) are kept at the worksite for at least five years. / Worker medical and exposure records are retained for the time period required			Conservar registros por el mínimo exigido; no cambia la cifra, la remite a la norma.
SB2-040	FIEL	L421	Panic hardware or fire exit hardware installed on a required exit door allows the door to open by applying a force of 15 pounds (6. 80 kilograms) or less			Poca fuerza según el estándar local: no contradice las 15 libras, las remite al estándar.
SB2-041	FIEL	L1645	Suitable fire extinguishing equipment is available for immediate use.			Literal parafraseado.
SB2-042	FIEL	L483	The plan identifies a clear chain of command and designates a person authorized to order an evacuation or shutdown of operations.			Literal parafraseado.
SB2-043	FIEL	L253; L257	You must electronically submit information from your Form 300A Summary to OSHA annually ... if: You have an establishment with 250 or more workers ... or ... in certain industries			Envío electrónico según tamaño y sector; remite los umbrales al mercado sin cambiarlos.
SB2-044	FIEL	L1845	The OSHA Training Institute partners with OSHA Training Institute Education Centers ... to deliver courses on OSHA standards and occupational safety and health topics			Recurso del libro.
SB2-045	FIEL	L1423	Workers designated to wear tight-fitting respirators are fit-tested before their first use of a respirator and at least annually thereafter.			Literal.
SB2-046	FIEL	L1843	All OSHA publications are free at www. osha. gov/publications.			Literal.
SB2-047	FIEL	L851	An acclimatization plan is in place to modify work duties for and to closely supervise (1) new workers, (2) temporary or contract workers, and (3) workers returning from extended leave			Literal parafraseado; omite temporales sin añadir.
SB2-048	FIEL	L1835	Read the introduction to the subpart heading			Literal.
SB2-049	FIEL	L523	Emergency lighting, where provided, is tested for 30 seconds each month, and annually for 90 minutes.			Literal con las mismas cifras.
SB2-050	FIEL	L1727	Workers under 18 do not do any hazardous work or operate hazardous equipment prohibited by state and federal child labor laws.			Literal parafraseado.
SB2-051	FIEL	L1851	To participate, employers must submit an application to OSHA and undergo a rigorous onsite evaluation by a team of safety and health professionals.			Literal parafraseado.
SB2-052	FIEL	L1691	A written program is in place to prevent workplace violence. The program is reviewed annually and updated as necessary.			Literal, con la misma frecuencia anual.
SB2-053	CONTRARIO	L1339	A trained and equipped attendant is positioned outside the confined space, whose sole responsibility is to watch the work in progress, sound an alarm if necessary, and render assistance.	usar al vigilante para alcanzar herramientas y registrar lecturas	Asignar al vigilante exterior como única tarea vigilar el trabajo, dar la alarma si hace falta y prestar asistencia	El libro dice que la única responsabilidad del vigilante es vigilar, alarmar y asistir; cargarle otras tareas lo contradice. Buscado attendant en todo el libro (L1339-L1345): nada apoya darle tareas extra.
SB2-054	OPERATIVO	L319	Workers who regularly work on or around energized electrical equipment or lines are instructed in cardiopulmonary resuscitation (CPR).		Aprender RCP si tú o alguien de tu negocio trabaja con regularidad en o cerca de equipos o líneas con tensión	El libro limita la RCP a quien trabaja con regularidad junto a equipos energizados; expuesto a la electricidad es más amplio, pero en la misma dirección y sin datos nuevos.
SB2-055	CONTRARIO	L1205	PIT operator performance is evaluated at least once every three years, and workers are retrained as necessary.	cada cinco años	Reevaluar el desempeño de cada operador de montacargas al menos cada tres años	El libro fija al menos cada tres años; el paso cambia el plazo a cinco. Plazo cambiado.
SB2-056	FIEL	L1891	For more information, and to find contact information for your State Plan, see OSHA's State Plans webpage.			Recurso del libro.
SB2-057	FIEL	L1643	Fire watchers are assigned when welding or cutting is performed in locations where a fire might develop.			Literal en el contexto de soldadura del nodo.
SB2-058	FIEL	L1837	If you have any questions in determining whether a standard applies to your workplace, visit the OSHA website or contact the nearest OSHA Area Office or your state On-Site Consultation program.			Localiza sin añadir.
SB2-059	FIEL	L1785	employers request a consultation visit from their local Consultation program and determine the scope of the visit.			Literal parafraseado.
SB2-060	OPERATIVO	L855-L859	Rest breaks are provided and their length and frequency are adjusted, as needed.		Proveer agua potable, sombra y descansos, ajustando su duración y frecuencia según haga falta	Agua, sombra y descansos están en el libro; frecuentes concreta la frecuencia que el libro deja a ajustar según necesidad, sin cifra.
SB2-061	FIEL	L1229	Unauthorized workers are not permitted to ride on PITs.			Literal.
SB2-062	FIEL	L1891	to find contact information for your State Plan, see OSHA's State Plans webpage.			Contactar al Plan Estatal: recurso del libro.
SB2-063	FIEL	L861	A buddy system is in place so workers observe each other for signs of heat-related illness.			Literal.
SB2-064	FIEL	L1843	Employers and safety and health professionals can sign-up for QuickTakes at www. osha. gov/quicktakes.			Literal parafraseado.
SB2-065	OPERATIVO	L1985-L1987	Have a penalty reduction policy for small businesses		Ten en cuenta que, por esta ley, OSHA debe tener una política de reducción de multas para pequeños negocios	El libro solo dice que OSHA debe tener esa política; preguntar por ella al recibir una citación la concreta en la misma dirección.
SB2-066	FIEL	L1767	When possible, young workers participate in OSHA 10-hour trainings			Localiza el curso OSHA 10 horas como capacitación formal cuando exista.
SB2-067	FIEL	L1987	Produce Small Entity Compliance Guides for some agency rules			Recurso del libro.
SB2-068	FIEL	L1237-L1239	PITs are inspected at the beginning of each work shift for any safety concerns. / PITs in need of repair are removed from service immediately.			Literal.
SB2-069	OPERATIVO	L1987	Involve small businesses in developing proposed rules expected to significantly affect a large number of small entities through Small Business Advocacy Review Panels.		Si una regla propuesta afectará mucho a un gran número de pequeños negocios, OSHA debe escucharlos en paneles de revisión	El libro pone como condición que la regla afecte de forma significativa a muchas pequeñas entidades; el paso lo reduce a que te afecte a ti. Misma dirección, sin cifra nueva.
SB2-070	FIEL	L1647	Used drums, barrels, tanks and other containers are thoroughly cleaned of substances that could explode, ignite, or produce toxic vapors, before hot work begins.			Literal parafraseado.
SB2-071	FIEL	L489; L493	The plan outlines specific evacuation routes and exits ... The plan identifies one or more assembly areas			Literal parafraseado.
SB2-072	FIEL	L1669	healthcare and social assistance, correctional settings, late-night retail, or taxi and for hire services/public transportation.			Ejemplos tomados del libro; omite centros penitenciarios sin añadir.
SB2-073	FIEL	L1235	Loads handled do not exceed the rated capacity of the PIT.			Literal.
SB2-074	FIEL	L493; L495	a method for accounting for all workers. / The plan addresses how visitors will be assisted in evacuation and accounted for.			Literal parafraseado.
SB2-075	FIEL	L869-L877	Recognizing the signs and symptoms of heat-related injuries and illnesses. ... Administering first aid and CPR for heat-related illness.			Literal parafraseado.
SB2-076	FIEL	L299	Electrical work performed by workers or contractors complies with OSHA standards.			Localiza la norma sin añadir.
SB2-077	FIEL	L1845	Outreach training does not fulfill the training requirements found in OSHA standards. Employers must provide additional training for their workers on specific hazards of their job.			Literal parafraseado.
SB2-078	OPERATIVO	L1851	Through the Alliance Program, OSHA works with organizations such as trade and professional associations, labor unions, educational institutions		Explora el Programa de Alianzas de OSHA, en el que OSHA colabora con asociaciones comerciales, profesionales y sindicatos	La Alianza es entre OSHA y esas organizaciones, no entre tu negocio y ellas; el paso va en la dirección del programa pero confunde las partes.
SB2-079	OPERATIVO	L515-L517	Routes (means of egress) to exits, when not immediately apparent, are marked with visible exit signs. / All exits are marked with exit signs that are illuminated		Marcar todas las salidas con letreros de EXIT iluminados y señalizar las rutas hacia ellas cuando no sean evidentes	El libro pide letrero iluminado en cada salida y señal visible en las rutas cuando no son evidentes; el paso lo simplifica como iluminado en todas las rutas.
SB2-080	FIEL	L1851	recognize employers ... who have implemented effective safety and health management systems and maintain injury and illness rates below national Bureau of Labor Statistics averages			Revisar los criterios de VPP del libro.
SB2-081	FIEL	L583	Testing and maintenance of automatic sprinkler systems is performed by a qualified worker or sprinkler contractor.			Literal parafraseado.
SB2-082	FIEL	L1683; L1695	A worksite analysis has identified workplace violence-related hazards.			Literal parafraseado.
SB2-083	OPERATIVO	L1987; L1837	Be responsive to small business inquiries about complying with the Agency's regulations		Usa los canales de consulta de OSHA para resolver tus dudas sobre cómo cumplir sus normas	El libro dice que OSHA debe responder las consultas de pequeños negocios; antes de que te citen es un encuadre añadido sin dato concreto.
SB2-084	ANADIDO	L1857-L1859	Protection from retaliation means that an employer cannot retaliate by taking "adverse action" against workers, such as: ... Disciplining ... falsely accusing the employee of poor performance	documentar acciones disciplinarias de forma objetiva	No tomes acciones disciplinarias ni otras represalias contra quien denunció un problema de seguridad	El libro no habla de documentar sanciones; enumera la sanción disciplinaria como represalia prohibida. Buscado document/disciplin en todo el libro: no aparece esa práctica.
SB2-085	FIEL	L1719-L1731	Workers under 16 do not perform jobs or tasks prohibited by state and federal child labor laws.			Verificar las leyes de trabajo infantil por edad.
SB2-086	FIEL	L1903	Contact NIOSH: 1-800-CDC-INFO or TTY 1-888232-6348, cdcinfo@cdc. gov.			Contacto de NIOSH dado por el libro.
SB2-087	OPERATIVO	L1785	employers request a consultation visit from their local Consultation program and determine the scope of the visit. The visit may focus on a single concern at a facility or it may involve a thorough hazard assessment of an entire facility		Decide el alcance de la visita: un problema puntual o una evaluación completa de tu local	El libro dice que el empleador determina el alcance; junto al consultor añade quién decide, en la misma dirección.
SB2-088	FIEL	L521	Doors, passageways and stairways that are neither exits nor access to exits, but could be mistaken for exits, are appropriately marked "NOT AN EXIT,"			Literal parafraseado.
SB2-089	FIEL	L1681	Workplace violence incidents are identified in safety and health records, including the OSHA 300 log, first aid records, near miss reports, workers' compensation records, or insurance reports.			Localiza el registro OSHA sin añadir.
SB2-090	FIEL	L1427	Workers are trained at least annually in the proper use of respirators, including putting on and removing them, any limitations on their use, and their maintenance.			Literal con la misma frecuencia.
SB2-091	CONTRARIO	L265	All work-related fatalities are reported to OSHA within 8 hours. All work-related in-patient hospitalizations, amputations, and loss of an eye are reported to OSHA within 24 hours.	de inmediato	Reporta una fatalidad en muy pocas horas y una hospitalizacion, amputacion o perdida de ojo en el plazo algo mayor que fije tu mercado	El libro da un plazo concreto para la fatalidad (8 horas en EE. UU.), no de inmediato; plazo cambiado. Buscado immediate: no se aplica al reporte de fatalidades.
SB2-092	ANADIDO	L581	Fire alarm system has been certified, is in proper working condition, and is tested annually.	certificar una vez al año	Asegura que tu sistema de alarma contra incendios esté certificado, funcione bien y se pruebe una vez al año	El libro fija la prueba anual; la certificación no lleva frecuencia. Buscado certif en todo el libro: no hay certificación anual de alarmas.
SB2-093	OPERATIVO	L325	Cord-connected, electrically operated tools and equipment are effectively grounded or of the approved double insulated type.		Asegurar que las herramientas y equipos eléctricos con cable estén conectados a tierra o sean de doble aislamiento aprobado	El libro admite la alternativa del doble aislamiento; el paso solo pide conexión a tierra. Misma dirección, sin datos nuevos.
SB2-094	FIEL	L1889	If you are in a state with an OSHA-approved State Plan, you may be subject to different or additional requirements			Ajustarse al plan estatal.
SB2-095	FIEL	L1729	If required by state law, all workers under 18 have a valid work permit issued by their school district or another designated agency.			Localiza sin añadir.
SB2-096	FIEL	L1835	analyze the possible hazards in terms of your workplace, your equipment, your materials, and your workers.			Literal.
SB2-097	FIEL	L329	Cord-connected, electrically operated equipment, and flexible cord sets (extension cords) are visually inspected before use for external defects			Literal parafraseado.
SB2-098	FIEL	L585	Automatic sprinkler system water control valves and pressure gages are checked periodically.			Literal.
SB2-099	FIEL	L245	Occupational injuries or illnesses, except minor injuries requiring only first aid, are recorded on OSHA Form 300			Localiza el formulario sin añadir.
SB2-100	FIEL	L1747-L1749	Young workers are taught about safety and health hazards present on the job ... Young worker training provides key job safety instruction, including safe work practices and equipment			Literal parafraseado.
SB2-101	FIEL	L425	Where exit doors open directly onto a street, alley, or other area where vehicles may be operated, adequate barriers and warnings are provided			Literal parafraseado.
SB2-102	FIEL	L1835	Review the OSHA standards to identify those that apply to your business.			Localiza sin añadir.
SB2-103	ANADIDO	L1861	Workers who believe an employer has retaliated against them for exercising their safety and health rights should contact their local OSHA office right away. A worker must file a retaliation complaint with OSHA within 30 calendar days	que el empleador ayude a presentar la queja	Si alguien de tu equipo cree haber sufrido represalias, debe presentar la queja ante la autoridad de tu mercado cuanto antes y dentro del plazo legal	El libro asigna la queja al trabajador; no pone al empleador como responsable de ayudar a presentarla. Buscado help/assist en esa sección: no aparece.
SB2-104	FIEL	L249	A supplementary record of each recordable occupational injury and illness is prepared for recordable cases on OSHA Form 301			Literal parafraseado.
SB2-105	FIEL	L1915	FACE investigation reports and related NIOSH worker safety and health documents can be accessed at the NIOSH FACE webpage.			Recurso del libro.
SB2-106	OPERATIVO	L1855-L1859	Section 11(c) of the OSH Act prohibits any person from firing or in any manner retaliating against any worker for exercising rights under the OSH Act.		Asegura que en tu negocio nadie tome represalias contra quien plantea o denuncia un problema de seguridad	El libro establece la prohibición legal; una política interna la concreta en la misma dirección, sin cifra ni plazo nuevos.
SB2-107	FIEL	L1603	Fuel gas cylinders and oxygen cylinders in storage are separated by a distance of at least 20 feet, or by a non-combustible barrier at least 5 feet (1. 5m) high, having a fire-resistance rating of at least 30 minutes.			Mismas cifras; abrevia la barrera (omite no combustible y 30 minutos) sin cambiar valores.
SB2-108	FIEL	L1419	Before workers first use, or are fit-tested for, a respirator, they receive a medical evaluation			Literal.
SB2-109	FIEL	L1783	consultants ... work with employers to identify safety and health hazards in workplaces and how to fix them.			Aplicar lo que recomienda el consultor.
SB2-110	FIEL	L1205	PIT operator performance is evaluated at least once every three years			Literal, mismo plazo.
SB2-111	FIEL	L511	The number of exits from each floor or level, and the number of exits from the building itself, are appropriate for the occupant load.			Literal parafraseado.
SB2-112	FIEL	L1699; L1707	Engineering controls (e. g. , access to exits, physical barriers, and security technology, such as panic buttons/alarm systems) and administrative controls (e. g. , ... protocols for calling security and/or the police)			Literal parafraseado; el sistema de acompañamiento está en L1707.
SB2-113	FIEL	L419	No revolving, sliding, or overhead doors serve as required exit doors.			Literal.
SB2-114	ANADIDO	L277	Cylinders are regularly examined for obvious signs of defects, deep rusting, and leakage.	cada trimestre	Revisar con regularidad los cilindros en busca de óxido profundo, defectos y fugas	El libro dice regularly sin frecuencia. Buscado quarter/three months/trimest en todo el libro: no aparece.
SB2-115	FIEL	L1613	Red is used to identify the acetylene (and other fuel-gas) hose, green is used for the oxygen hose, and black is used for inert gas and air hoses.			Mismos colores.
SB2-116	FIEL	L823	Are any of these job-related risk factors for heat exposure present in your workplace?			Literal parafraseado.
SB2-117	FIEL	L1201	Workers are properly trained, and certified by the employer ... and only trained workers operate the PIT.			Literal parafraseado.
SB2-118	FIEL	L465-L467	The plan considers all potential natural or man-made emergencies ... all potential internal sources of emergencies			Literal parafraseado.
SB2-119	CONTRARIO	L1479	Toeboards are installed around the edges of permanent floor holes where persons may pass below the hole.	donde transite personal	Colocar rodapiés en los bordes de las aberturas permanentes cuando pueda pasar gente por debajo	El libro condiciona el rodapié a que pasen personas por debajo de la abertura (protege de objetos que caen, L1441); el paso cambia la condición a donde transite personal.
SB2-120	FIEL	L1755	especially over the first several weeks on the job			Literal parafraseado, sin cifra.
SB2-121	FIEL	L1705	Accurate records of workplace violence incidents are maintained and analyzed to determine what corrective actions are needed.			Literal parafraseado.
