id	veredicto	lineas	frase_clave	dato	texto_fiel	razon
FX1-019	OPERATIVO	L1305-L1311	Secure transmissions and other parts weighing more than 150 lbs. to a forkliftable base compatible with pallet-jack usage.		Asegura las piezas de mas de 150 lb a una base apta para montacargas y transpaleta, con flejes al pallet o calzadas dentro de un contenedor corrugado.	El libro pide base apta para montacargas y flejes o calzado para piezas de mas de 150 lb (L1307, L1311); el paso lo concreta sin cifra nueva, aunque omite el umbral.
FX1-021	ANADIDO	L563-L565	If the soil is too dry, plugs are more likely to spill out of the plastic tray. If the soil is too wet, the corrugated tray may weaken from the moisture.	Humedad del sustrato entre 40 y 50 por ciento	Revisa la humedad del sustrato antes de cerrar la bandeja con la almohadilla superior: si esta muy seco, las plantulas se salen de la bandeja plastica; si esta muy mojado, la bandeja de carton se debilita.	El libro trata la humedad del sustrato sin dar cifra; busque percent, % y 40 sin hallar ese rango (el unico % es el 30% de carga de baterias).
FX1-022	ANADIDO	L201-L201	While we cannot ensure compliance with markings such as "Up" arrows or "This End Up," properly placing the shipping label increases your chance for the preferred orientation.	Etiqueta de fragil	No confies en marcas como flechas de arriba o este lado arriba: el courier no puede garantizar que se respeten; colocar bien la etiqueta de envio aumenta la probabilidad de la orientacion preferida.	El libro solo menciona marcas de orientacion como no garantizadas y nunca recomienda una etiqueta de fragil (busque fragile: solo aparece como adjetivo de articulos); agregarla es un objeto que el libro no respalda.
FX1-023	OPERATIVO	L463-L463	Apply at least three strips of pressure-sensitive adhesive plastic tape that is at least 2" wide to both the top and bottom of the carton.		Aplica al menos tres tiras de cinta plastica sensible a la presion, de al menos 2 pulgadas de ancho, en la tapa y en el fondo de la caja; es un minimo.	El libro fija un minimo de tres tiras (at least), lo que admite anadir mas; el paso lo concreta atado al peso, sin cifra, plazo ni norma nueva.
FX1-025	ANADIDO	L1259-L1261	Pack flexplates and flywheels with adequate dunnage such as loosefill peanuts to fill void spaces in double- or triple- corrugated boxes, depending on the weight of the part.	Umbral de 40 libras para pasar a triple pared	Empaca volantes y placas flexibles en cajas corrugadas de doble o triple pared segun el peso de la pieza, rellenando los huecos con cacahuates de relleno; pon etiquetas de pesado en las cajas de mas de 75 lb.	El libro elige doble o triple pared segun el peso sin dar umbral; busque 40 y forty sin hallarlo. El 75 lb del libro es para la etiqueta de pesado, no para el tipo de pared.
FX1-026	OPERATIVO	L1285-L1287	When preparing irregular-shaped parts for shipment, tape cushioning material securely to help prevent removal during the handling process.		Revisa la forma de la pieza, porque el libro da instrucciones distintas: bordes filosos y salientes se envuelven y encintan; piezas cilindricas van en tubos o cajas con relleno en los extremos; en piezas irregulares el acolchado va encintado para que no se desprenda.	El libro trata por separado piezas irregulares (L109, L1287), cilindricas (L1279) y planas (L217); identificar la forma antes de elegir el relleno concreta eso sin datos nuevos.
FX1-027	FIEL	L1087-L1087	Use rigid outer packaging constructed of corrugated fiberboard, wood, metal, or plastic, or other equally strong material			El libro lista esos mismos materiales para el empaque exterior rigido (L1087, L949).
FX1-028	OPERATIVO	L991-L991	when the sturdy outer packaging of your properly packaged shipment is smaller than 7" x 4" x 2"		Decide el contenedor sobre el paquete ya empacado correctamente con su empaque exterior, no sobre el producto solo.	El libro mide el umbral sobre el envio ya empacado (properly packaged shipment); armar primero y decidir despues lo concreta sin datos nuevos.
FX1-031	OPERATIVO	L79-L87	Divide by 139 for U.S., Puerto Rico, and international shipments.		Usa el divisor de tu courier; en el libro es 139 para envios de EE. UU., Puerto Rico e internacionales, con medidas en pulgadas.	El libro da el divisor (139) y no dice preguntarlo; preguntar al courier no da otro valor y generaliza el dato a cualquier courier, misma direccion.
FX1-033	CONTRARIO	L719-L719	Fill the bottom of the box with 3" of packing material (e.g., air-cellular cushioning material such as Bubble Wrap® or loosefill peanuts). Do not use crushed paper.	Papel arrugado como relleno del fondo	Llena el fondo de la caja exterior con 3 pulgadas de material de empaque (plastico de burbujas o cacahuates de relleno), no papel arrugado, antes de centrar la caja original.	Para sobreempacar la caja original el libro prohibe expresamente el papel arrugado. El papel de diario arrugado de L123 y L147 es para otros metodos, no para este caso concreto.
FX1-034	CONTRARIO	L1277-L1279	Box cylindrical parts that can be packaged in tubes with adequate dunnage such as padding at the ends and loose- peanuts to prevent puncturing through the end closures.	Descartar la caja con relleno suelto para piezas cilindricas	En piezas cilindricas, empacalas en tubo o caja con relleno adecuado: acolchado en los extremos y cacahuates de relleno para que no perforen los cierres de los extremos.	El libro recomienda para piezas cilindricas caja o tubo con relleno suelto (cacahuates) y trata tubo y caja como alternativas (if the item cannot be packaged in a tube or corrugated box); el paso descarta la caja con relleno suelto, lo contrario. Ningun pasaje dice que el tubo sea preferible a la caja.
FX1-035	OPERATIVO	L499-L501	You and your FedEx account executive should expect testing results via email in approximately five to seven business days		Espera el resultado, que llega por correo electronico en unos cinco a siete dias habiles desde que el laboratorio recibe tu empaque, y usalo para prever el desempeno del empaque y evitar danos.	El libro anuncia el resultado y dice que la prueba sirve para predecir el desempeno y evitar danos (L499, L879); ajustar caja o relleno segun el resultado concreta eso sin datos nuevos.
FX1-036	OPERATIVO	L203-L203	To avoid scanning issues, do not apply tape over the shipping label.		No pongas cinta sobre la etiqueta de envio, para evitar problemas de escaneo, ni la dobles sobre esquinas, bordes o costuras.	El libro prohibe cinta sobre la etiqueta (L203) y doblarla sobre esquinas (L199); anadir papeles es una concrecion en la misma direccion.
FX1-039	OPERATIVO	L1139-L1139	smaller than 7" x 4" x 2" (minimum acceptable size)		Confirma con tu courier su tamano minimo aceptable de paquete; en el libro es 7 x 4 x 2 pulgadas, y por debajo se usa un empaque del courier (sobre o pak) o una caja exterior mas grande.	El libro da un tamano minimo aceptable (L991, L1139, L99) y no dice preguntarlo; preguntar al courier no da otro valor y generaliza el dato.
FX1-040	OPERATIVO	L525-L525	Secure contents inside the shipping container, because directional arrows cannot always be honored		Asegura el contenido dentro de la caja y empaca para resistir el manejo en distintas orientaciones, porque las flechas de orientacion no siempre se respetan.	El libro manda asegurar el contenido porque las flechas no siempre se respetan (L525, L315); reforzar el acolchado lo concreta en la misma direccion.
FX1-041	FIEL	L201-L201	Place shipping labels on the package's largest surface.			El libro manda la etiqueta a la cara mas grande (L201) y sobre superficies planas (L1231).
FX1-043	OPERATIVO	L87-L87	Your chargeable weight is the greater of the actual weight or the dimensional weight.		Toma como peso cobrable el mayor entre el peso real y el peso dimensional.	El libro fija el peso cobrable como el mayor de los dos; usarlo para cotizar al cliente es una aplicacion en la misma direccion.
FX1-047	ANADIDO	L99-L99	For express shipments smaller than 7" x 4" x 2", use a FedEx Express packaging option, or you can purchase other packaging at a FedEx Office location.	Inventario propio de ambos formatos segun un umbral propio	Para paquetes de menos de 7 x 4 x 2 pulgadas usa un empaque del courier o compra otro empaque; los paquetes pequenos van dentro de una caja exterior mas grande.	El libro no habla de inventario ni de mantener dos formatos segun un umbral propio (busque inventor y stock sin resultado); resuelve los paquetes pequenos con empaque del courier o caja exterior mas grande.
