id	veredicto	lineas	frase_clave	dato	texto_fiel	razon
O56-044	ANADIDO	L591-L607	Nonroutine or infrequent tasks, including maintenance and startup/shutdown activities, also present potential hazards.	izajes criticos y vertidos de concreto (solo en OSHA3886 L603, L611; grep de concrete, critical lift y crane sin resultado en OSHA3885)	Listar tareas no rutinarias o infrecuentes, como actividades de mantenimiento poco frecuentes y arranques tras paradas planificadas o no planificadas de equipo.	Mantenimiento infrecuente y arranques o paradas si estan en OSHA3885; izajes criticos y vertidos de concreto no.
O56-045	FIEL	L555	Conduct quantitative exposure assessments, when possible, using air sampling or direct reading instruments.			Literal, con la misma condicion cuando sea posible.
O56-051	FIEL	L745	Procure any equipment needed to control emergency-related hazards.			Literal.
O56-056	OPERATIVO	L749	Conduct emergency drills to ensure that procedures and equipment provide adequate protection during emergency situations.		Realizar simulacros de emergencia para asegurar que los procedimientos y el equipo protegen adecuadamente en situaciones de emergencia.	El libro pide simulacros sin fijar frecuencia; periodicos es una concrecion vaga en la misma direccion, sin cifra ni plazo nuevo (grep de drill solo da L749).
O56-058	FIEL	L171; L185-L189	Procedures are put in place to continually identify workplace hazards and evaluate risks.			El marco de elementos centrales pide procedimientos para identificar y evaluar peligros y metodos para prevenirlos y controlarlos.
O56-064	FIEL	L777	If controls are not effective, identify, select, and implement further control measures that will provide adequate protection.			El libro pide evaluar si los controles necesitan modificarse e implementar medidas adicionales si no son efectivos.
O56-068	ANADIDO	L503-L509	Include all areas and activities in these inspections, such as storage and warehousing, facility and equipment maintenance, purchasing and office functions, and the activities of on-site contractors, subcontractors, and temporary employees.	excavaciones y trabajo en altura como areas de inspeccion (solo en OSHA3886 L519; grep de excavat y trench sin resultado en OSHA3885, height solo aparece como riesgo ergonomico)	Programa inspecciones regulares de todas las operaciones, equipos, areas de trabajo e instalaciones, incluyendo almacenamiento y bodegas, mantenimiento de instalaciones y equipos, compras y oficinas, y las actividades de contratistas, subcontratistas y temporales en el sitio.	OSHA3885 lista almacenamiento y mantenimiento, pero no excavaciones ni trabajo en altura.
O56-071	FIEL	L199; L833-L847	Employers, managers, and supervisors receive training on safety concepts and their responsibility for protecting workers' rights and responding to workers' reports and concerns.			El libro pide formar a empleadores y supervisores en su rol de liderazgo, en los derechos de los trabajadores, en responder a reportes sin desalentarlos y en investigacion de incidentes; el derecho a reportar sin represalias esta en L833.
O56-077	FIEL	L841	Instruct employers, managers, and supervisors on incident investigation techniques, including root cause analysis.			Literal.
O56-083	FIEL	L195-L199; L839; L863-L873	All workers are trained to recognize workplace hazards and to understand the control measures that have been implemented.			El elemento de educacion y capacitacion cubre al empleador y a los trabajadores en reconocimiento y control de peligros.
O56-089	CONTRARIO	L651	Before selecting any control options, it is essential to solicit workers' input on their feasibility and effectiveness.		Antes de seleccionar cualquier opcion de control, pide a los trabajadores su opinion sobre su viabilidad y efectividad.	Secuencia invertida: el libro pide consultar antes de seleccionar. Busque apoyo: L683 pide revisar y discutir las opciones de control con los trabajadores, es decir antes de fijarlas, no despues.
O56-090	OPERATIVO	L121-L135	Inspect the job site with workers and ask them to identify any activity, piece of equipment, or material that concerns them.		Capacita a tus trabajadores en como identificar y controlar peligros, inspecciona la obra con ellos pidiendoles que senalen cualquier actividad, equipo o material que les preocupe, y habla con ellos sobre ideas de mejora de seguridad a lo largo del proyecto.	El libro separa inspeccion conjunta (para senalar lo que preocupa) y recoger ideas conversando; el paso los fusiona, misma direccion sin dato nuevo.
O56-094	OPERATIVO	L963-L969	Whenever a problem is identified in any part of the safety and health program, employers--in coordination with supervisors, managers, and workers--should take prompt action to correct the problem and prevent its recurrence.		Tomar accion rapida para corregir cualquier deficiencia del programa que se detecte, en coordinacion con supervisores, gerentes y trabajadores, y prevenir que se repita.	El libro pide correccion rapida; dejar claro quien y para cuando concreta la practica del libro de asignar responsables y plazos (L281, L691, L723), sin cifra nueva.
O56-097	FIEL	L731	Prior to initiating such work, review JSAs/JHAs with any workers involved			Literal.
O56-101	OPERATIVO	L451; L465	Collect, organize, and review information with workers to determine what types of hazards may be present and which workers may be exposed or potentially exposed.		Recopila, organiza y revisa la informacion con los trabajadores para determinar que tipos de peligros puede haber y que trabajadores pueden estar expuestos, y agrupa incidentes similares para identificar tendencias.	El libro organiza la informacion para saber que peligros hay y quien esta expuesto, y busca tendencias agrupando incidentes; el paso cambia el fin a patrones, misma direccion.
O56-104	CONTRARIO	L757	Promptly implement any measures that are easy and inexpensive--such as general housekeeping, removal of obvious tripping hazards such as electrical cords, and basic lighting--regardless of the level of hazard they involve.		Implementar de inmediato las medidas faciles y baratas, como orden y limpieza general, retirar riesgos de tropiezo evidentes e iluminacion basica, sin importar el nivel de peligro que impliquen.	El libro manda hacerlas de inmediato sin importar el rango; tambien L457 dice que orden y tropiezos se corrigen al encontrarlos. Busque apoyo: el enfoque worst-first de L755 rige solo con recursos limitados y no pospone estas medidas.
O56-105	FIEL	L747	Assign responsibilities for implementing the emergency plan.			Literal.
O56-107	ANADIDO	L799-L827	Provide training to all managers; supervisors; workers; and contractor, subcontractor, and temporary agency workers on:	plazo: antes de que cumpla 30 dias en el puesto (grep de 30, thirty y days sin ningun plazo de induccion)	Impartir la capacitacion sobre el programa a todos los gerentes, supervisores, trabajadores y personal de contratistas, subcontratistas y agencias temporales.	El libro no fija plazo para la capacitacion del programa a trabajadores nuevos; 30 dias es un dato anadido.
O56-112	FIEL	L251-L255	Establish a written policy signed by top management describing the organization's commitment to safety and health			Literal: politica escrita firmada por la alta direccion.
O56-118	FIEL	L145-L147; L547	Set aside a regular time to discuss safety and health issues, with the goal of identifying ways to improve the program.			OSHA3886 pide reservar tiempo regular para mejorar el programa y, antes de cambios en operaciones, equipos o materiales, pedir la opinion de los trabajadores (L547).
O56-122	OPERATIVO	L87-L89; L271	Practice safe behaviors yourself and make safety part of your daily conversations with workers.		Practicar tu mismo comportamientos seguros, siguiendo los mismos procedimientos que esperas de tus trabajadores, y hacer de la seguridad parte de tus conversaciones diarias con ellos, por ejemplo abriendo las reuniones de trabajo con una revision de temas de seguridad.	OSHA3885 habla de conversaciones diarias y de abrir las reuniones con seguridad; charlas breves periodicas lo concreta (toolbox talks solo aparece en OSHA3886), misma direccion.
O56-123	OPERATIVO	L849; L873	As a starting point, consider providing the OSHA 30-hour construction safety course, or a similar course.		Como punto de partida, considera un curso de seguridad en construccion de 30 horas o similar para empleadores, gerentes y supervisores, y uno de 10 horas o similar para trabajadores, complementado con induccion y charlas sobre los peligros de cada obra; verifica que cursos equivalentes existen en tu pais.	El libro propone cursos de 30 y 10 horas segun el rol; el paso lo generaliza y habla de certificacion, que el libro no menciona (grep de certif sin resultado), sin cifra nueva.
