id	veredicto	lineas	frase_clave	dato	texto_fiel	razon
DK3-014	FIEL	L640-L642	People's actions are systematically connected to features of their tools and tasks.			Paráfrasis.
DK3-015	FIEL	L3753; L203	This supports the importance... of learning from near misses.			Paráfrasis.
DK3-016	FIEL	L405-L407	Says what people should have done... / Asks why it made sense for people to do what they did			Literal de la tabla 1.2.
DK3-017	FIEL	L2786	You have to choose a beginning of the chain. This is an arbitrary choice.			Literal.
DK3-018	FIEL	L640-L642	the first response to an incident or accident... should be to ask what is responsible, not who is responsible.			Literal.
DK3-019	FIEL	L421	an opportunity to learn about organizational, technological and operational features that create error potential.			Paráfrasis.
DK3-020	FIEL	L3865	Keeping the discussion about risk alive even (or especially) when everything looks safe... preflight briefing			Paráfrasis con el ejemplo del libro.
DK3-021	FIEL	L642; L2054	Targeting those features (the what) is an action that contains all the potential for learning, change and improvement / not to assign blame or responsibility, but to learn			Paráfrasis.
DK3-022	FIEL	L1001-L1007	problems arise because of the inherent features of human memory			Paráfrasis.
DK3-023	CONTRARIO	L2755-L2772	Serious injuries, accidents and fatalities can be avoided by reducing or avoiding minor incidents and safety events. There are significant empirical problems with either of these.	reducir los incidentes menores como via principal para prevenir accidentes graves y fatalidades	No asumir que reducir los incidentes menores y eventos leves previene los accidentes graves y fatalidades: en sistemas muy seguros tienen causas radicalmente distintas	El paso aconseja la promesa del triangulo que el libro desmiente ('the false idea that we can control the risk of a major disaster by counting, recording, tabulating and supressing the small stuff', L2768). Revisado L3764 (reporte de incidentes util en sistemas 'safe'): habla de reportar para aprender, no de reducir incidentes como via principal.
DK3-024	OPERATIVO	L2953; L3867	suppress minority viewpoints, even though these could show more clearly where risk brews		Evitar suprimir las opiniones minoritarias y dar a alguien la autoridad y credibilidad para contradecir las interpretaciones comunes sobre el riesgo	El libro pide no suprimir opiniones minoritarias y construir esa funcion; 'mecanismos formales' concreta en la misma direccion.
DK3-025	FIEL	L3857	Does your organization or team see continued operational success as a guarantee of future safety			Literal.
DK3-026	FIEL	L4105; L4422	The report subsequently spends a good number of pages on 'safety action' / Their lives were formally reduced to a short paragraph of deficiencies.			Recoge el rasgo del informe Swissair y el alegato de hablar por los muertos.
DK3-027	FIEL	L2761	incidents in very safe systems are caused by radically different things than accidents or fatalities.			Paráfrasis.
DK3-028	FIEL	L3300-L3312; L3848	What are the daily 'frustrations'... What are the 'workarounds,' innovations or improvisations			Paráfrasis.
DK3-029	FIEL	L2077; L1779-L1789	we have to reconstruct the situation as it unfolded around them at the time, not as it looks to us now			Paráfrasis.
DK3-030	OPERATIVO	L2827; L3123	Defenses that could have stopped or mitigated the further evolution of events either did not exist or came up short.		Comprobar si las defensas previstas existian y funcionaban o se quedaban cortas, y si los procedimientos son 'documentos de fantasia' sin relacion con el trabajo real	El libro muestra defensas inexistentes o insuficientes (Bhopal) y documentos de fantasia; el paso lo convierte en evaluacion propia.
DK3-031	FIEL	L4408	one in the context-specific language of the domain			Literal.
DK3-032	OPERATIVO	L3709-L3719	the fewer incidents a construction site reported, the higher its fatality rate was		Tener presente que en construccion y aviacion menos incidentes reportados se asocian con mas fatalidades, y mirar asi las propias cifras	El libro cita estudios de industria; aplicarlo a la propia organizacion es concrecion en la misma direccion.
DK3-033	FIEL	L2965	It includes managerial and supervisory visibility at the sharp end and a real interest in what goes on there.			Literal.
DK3-034	FIEL	L2829; L2849	It encourages us to probe organizational contributions to failure			Paráfrasis.
DK3-035	FIEL	L2804	Laying out a chain of events, including people's assessments and actions and changes in the process itself			Literal (figura 5.1).
DK3-036	FIEL	L4083	Rather than trying to reduce 'violations,' New View strategies will find out more about the gap between work-as-imagined and work-as-done			Literal.
DK3-037	FIEL	L3867	Having a person or function within the system with the authority, credibility and resources to go against common interpretations and decisions about safety and risk.			Literal.
DK3-038	FIEL	L3859	Resist distancing through differencing... Seemingly divergent events can represent similar underlying patterns			Literal.
DK3-039	FIEL	L633; L648-L650	think about creating justice in your responses to incidents / Restorative justice fosters dialogue between the actor and the surrounding community			Paráfrasis.
DK3-040	FIEL	L2794; L2800	Removing one link in the chain, or putting in one barrier to halt the chain, does not acknowledge the complexity of cause			Literal.
DK3-041	FIEL	L3220-L3224	a constructive interplay or conversation between line and staff, between experts and others is probably necessary.			Paráfrasis; el libro dice que la complejidad puede volver el riesgo invisible a los expertos.
DK3-042	OPERATIVO	L2331	Where people work together on one (automated) process, they have to invest in common ground by telling one another what they tell the computer, and double-checking each other's work.		Revisar si quienes trabajan sobre un mismo proceso automatizado se dicen lo que introducen en el ordenador y verifican el trabajo del otro	El libro describe la falta de coordinacion de entradas como problema tipico; 'verificar mecanismos' concreta en la misma direccion.
DK3-043	FIEL	L1659	people's utterances may be strong markers for identifying events.			Literal.
DK3-044	FIEL	L1683; L1074-L1080	What goals were they likely pursuing at that time / Was there time pressure or other limitations			Paráfrasis.
DK3-045	FIEL	L1852	you can use multiple operationalizations and build converging lines of evidence.			Literal.
DK3-046	FIEL	L349-L351; L640	Asks who is responsible for the outcome / Asks what is responsible for the outcome			Literal.
DK3-047	FIEL	L1850-L1860	unequal turn-taking... missing responses where responses are expected			Mismos ejemplos de Nevile.
DK3-048	FIEL	L1118	crosslinking and bridging between different sources in order to arrive at what you want to know.			Paráfrasis.
DK3-049	FIEL	L7; L992	you must look beyond those people, at the conditions in which they worked at the time.			Paráfrasis.
DK3-050	FIEL	L2768; L2812	the false idea that we can control the risk of a major disaster by counting, recording, tabulating and supressing the small stuff			Paráfrasis.
DK3-051	ANADIDO	L1522; L644-L646	either from talking to the people, if still possible, or their colleagues	familiares o testigos cercanos como fuentes para el relato del evento	Involucrar a colegas que conozcan los detalles del trabajo para respaldar con evidencia convergente el relato del evento	El libro nombra a los propios implicados y a sus colegas como fuente; grep de family, relative, witness, widow: la viuda del epilogo (L4431) es un gesto de cuidado tras el informe, no una fuente de la investigacion.
DK3-052	FIEL	L1120	investigations may need to make a distinction between factual data and analysis.			Literal.
DK3-053	OPERATIVO	L3674; L3089	Low numbers of negatives might feed the illusion that risk is under control.		Mostrar a la organizacion que pocos incidentes pueden alimentar la ilusion de que el riesgo esta bajo control	El libro pide mostrar a la organizacion como se engana; dirigirlo a la direccion es concrecion.
DK3-054	FIEL	L1661	other things may have happened in the process itself, without people triggering it, or commenting on it			Literal.
DK3-055	FIEL	L4408; L1852	can be made sense of by reading into them the conceptual regularities of automation surprise			Paráfrasis; workload figura como concepto de factores humanos.
DK3-056	OPERATIVO	L2384-L2388	Improvements in the form of new technology get stretched in some way, pushing operators back to the edge of the operational envelope		Al introducir nueva tecnologia, anticipar que se usara para exigir mas del operador y no para aliviarlo	El libro describe la ley; anticiparla antes de implantar es concrecion en la misma direccion.
DK3-057	OPERATIVO	L2340-L2346	How can they see that something is not happening? ... many systems do not support mode awareness very well		Revisar si el diseno del sistema ayuda a notar que algo no esta ocurriendo o solo muestra etiquetas de estado	El libro plantea la dificultad de notar no-eventos y el apoyo pobre de los sistemas; revisar el diseno concreta en la misma direccion.
DK3-058	FIEL	L1672	These 'decisions' to continue, these opportunities to revise, however, are events only in hindsight.			Paráfrasis.
DK3-059	FIEL	L1014-L1080	Debriefings of mishap participants help construct the situation that surrounded people at the time and gets their view on that situation.			Paráfrasis.
DK3-060	FIEL	L19-L21; L3991	Use the contrast between the Old and New View to look at problems in your own setting... contribute actively to a more productive dialogue			Paráfrasis.
DK3-061	FIEL	L4105	'findings as to causes and contributions,' 'findings as to risk' and other findings.			Literal.
DK3-062	FIEL	L1665	you can also infer people's interpretations from their subsequent actions in managing the process, rather than from what they say.			Literal.
DK3-063	OPERATIVO	L2821	We have both hard and soft defenses (or barriers) in place, consisting of, for example, blast walls, or procedures.		Reconocer que las actividades criticas se protegen con defensas duras (muros, barreras) y blandas (procedimientos)	El libro describe las defensas del modelo; inventariarlas en tu negocio es aplicacion en la misma direccion.
DK3-064	FIEL	L2957	People in HROs are described, ideally, as skeptical, wary and suspicious of quiet periods.			Paráfrasis.
DK3-065	FIEL	L2821-L2825	sees accidents as an effect of the combination of: active errors or 'unsafe acts'... and latent errors			Paráfrasis del modelo.
DK3-066	FIEL	L322	People do their best to reconcile different goals simultaneously (for example, service or efficiency versus safety).			Literal.
DK3-067	FIEL	L992-L996; L1140; L4408	debriefings of participants; recordings of performance parameters / event logs... machine read-outs			Paráfrasis.
DK3-068	FIEL	L1672	if you call something an 'event' in your timeline, recognize that that is an analytic choice on your part			Literal.
DK3-069	FIEL	L2321; L3310	New technology often forces practitioners to tailor it in locally pragmatic ways, to make it work. They have to 'finish the design' in practice.			Literal.
DK3-070	FIEL	L3231	When the line gets involved, the topic should be people's work, not (just) their safety.			Paráfrasis.
DK3-071	FIEL	L326-L328	The tools or technology that people work with create error opportunities and pathways to failure. Production expectations and pressures			Literal.
DK3-072	FIEL	L421; L2054	they are a learning opportunity / The point of this investigation is not to assign blame or responsibility, but to learn			Paráfrasis.
DK3-073	OPERATIVO	L4109	He went back to the official investigation and started to question not only their conclusions, but where they looked for evidence.		Volver sobre investigaciones anteriores y cuestionar sus conclusiones y donde buscaron la evidencia, como hacen los relatos revisionistas	El libro elogia los relatos revisionistas; aplicarlo a las investigaciones propias es concrecion.
DK3-074	FIEL	L1807	'The crew lost situation awareness and effective crew resource management (CRM)'			Mismo ejemplo del libro.
DK3-075	FIEL	L180-L190; L600-L631	It helps you look at and begin to question the practices and languages that your organization might have in place			Paráfrasis.
DK3-076	FIEL	L795-L805; L1783	imagine that you don't know the outcome			Paráfrasis.
DK3-077	OPERATIVO	L2386-L2388	these advances were used to demand more from the operator		Observar si las mejoras tecnologicas se usan para exigir mas del operador en lugar de aliviar su carga	El libro describe el fenomeno; monitorearlo es concrecion en la misma direccion.
DK3-078	FIEL	L3863; L1987	Knowing the gap between work-as-imagined and work-as-done.			Literal.
DK3-079	FIEL	L2812-L2816	This is why the 'Findings as to risk' as used in the Swissair 111 MD-11 report are so powerful.			Literal.
DK3-080	ANADIDO	L3243-L3255	there is no substitute for the authentic presence of line supervisors and managers.	al menos el 20 por ciento de la jornada de cada supervisor	Asegurar la presencia autentica de supervisores y gerentes en el area operativa, con mentalidad inquisitiva, escuchando de verdad y aprendiendo que hace el trabajo frustrante o dudoso	El libro pide presencia autentica sin fijar cuota de tiempo; grep de percent, twenty, fifth, of their time, per day sin resultado para supervisores.
DK3-081	FIEL	L415	they open a window on problems that all practitioners may be facing.			Paráfrasis.
DK3-082	FIEL	L2235-L2239	what might have biased people into believing the plan was working, and what (later on) unconvincingly pointed in a different direction.			Paráfrasis.
DK3-083	OPERATIVO	L3161-L3163; L19	Whoever is boss or safety manager, gets to say / Whoever is expert and knows the work, gets to say		Usar el contraste Old View / New View para ver si en tu organizacion decide el jefe o responsable de seguridad o quien es experto y conoce el trabajo	El libro da la tabla y pide usar el contraste en tu entorno; 'mapear el poder de decision' es concrecion.
DK3-084	CONTRARIO	L3072; L3051; L3061	If you remain on the sideline as a supposed 'impartial' department, you will see the basis for your work be whittled away.	mantener al area de seguridad al margen de las decisiones de compromiso entre produccion y seguridad	Involucrar al area de seguridad de forma constructiva en las decisiones que afectan el equilibrio entre seguridad y eficiencia, con acceso directo a los niveles que deciden	El libro pide lo opuesto: involucracion constructiva en esas decisiones y senala como riesgo 'getting excluded from organizational activities and decisions that affect the trade-off across production and safety goals' (L3051). Revisado L3041 ('some neutrality' como ventaja del staff): no respalda excluirlo de las decisiones.
DK3-085	FIEL	L640-L642	ask what is responsible, not who is responsible.			Paráfrasis.
DK3-086	FIEL	L4422; L868; L882	The vocabulary that remains is organized around human deficits.			Paráfrasis.
DK3-087	FIEL	L551; L942	we blame individuals... without understanding the deeper context behind the event			Paráfrasis.
DK3-088	OPERATIVO	L2342-L2346; L1888	Something that is not happening is not a good trigger for human (or even machine) intervention.		Tener en cuenta en el diseno que lo que no ocurre no dispara la atencion, y buscar formas de mostrar el comportamiento actual y previsto del sistema	El libro describe la dificultad de detectar no-eventos y critica sistemas que no avisan de lo no hecho (spoilers, L1888); no propone alertas concretas, pero van en su direccion.
DK3-089	FIEL	L4076	It uses language such as 'they should have...' 'if only they had...' and 'they failed to...'			Literal.
DK3-090	FIEL	L994-L996; L1140	debriefings of participants; recordings of performance parameters / event logs... machine read-outs			Paráfrasis.
DK3-091	FIEL	L2764	It rocks you to sleep with the lullaby that the risk of major accidents or fatalities is under control as long as you don't show minor injuries			Paráfrasis.
DK3-092	FIEL	L3438-L3456; L19	Focus on people's attitudes and behavior / Focus on people's working conditions			Paráfrasis.
DK3-093	OPERATIVO	L2348	Automation surprises are often the end-result: the system did something that the user had not expected.		Buscar en los sucesos 'sorpresas de automatizacion', en las que el sistema hizo algo que el usuario no esperaba	El libro define el concepto; revisar incidentes pasados es concrecion en la misma direccion.
DK3-094	OPERATIVO	L652-L654; L584	The question becomes: what should we do about the problem and who should be accountable for implementing those changes		Pasar de la rendicion de cuentas hacia atras (sancion) a la rendicion hacia delante: que hacer con el problema y quien implanta los cambios	El libro pide rendicion de cuentas hacia delante; 'planes de mejora colaborativos' concreta en la misma direccion.
DK3-095	FIEL	L3861	Resist fragmented problem solving... disjointed across organizational departments, sections or subcontractors			Literal.
DK3-096	OPERATIVO	L4109	He went back to the official investigation and started to question not only their conclusions, but where they looked for evidence.		Leer relatos revisionistas, como el de Snook sobre los Black Hawks, que cuestionan las conclusiones oficiales y donde se busco la evidencia	El libro recomienda el relato revisionista como ejemplo; contrastarlo con la investigacion oficial es concrecion.
DK3-097	FIEL	L4085; L534	New View thinking wants to learn about authority-responsibility mismatches			Literal.
DK3-098	FIEL	L2239; L1127	make sure that your timeline shows which cues came in when			Paráfrasis.
DK3-099	FIEL	L3869	The ability and extent of bringing in fresh perspectives.			Literal.
DK3-100	FIEL	L138	we should change the tools, fix the environment in which we make people work			Paráfrasis del caso Fitts y Jones.
DK3-101	FIEL	L4087	it actively tries to learn how it is learning about safety.			Literal.
DK3-102	FIEL	L2239; L2077	Remember that they did not know the outcome			Paráfrasis.
DK3-103	FIEL	L3187; L3216	work, and its safety, are not just governed by process and rules, but adjusted by mutual coordination			Literal.
DK3-104	FIEL	L4408	It is in and through the latter that we can discover or recognize (even from other domains) regularities			Paráfrasis.
DK3-105	FIEL	L4105; L1942-L1959	the decision to not have 'probable cause' statements			Literal.
DK3-106	FIEL	L3848	Look in the places where there are no holes; where your people do not see holes, where they do not see things that are worthy of reporting. In other words, look at normal work.			Literal.
DK3-107	FIEL	L3674; L3667	Low numbers of negatives might feed the illusion that risk is under control.			Paráfrasis.
DK3-108	FIEL	L1836	Where do you find good operationalizations? This is what the human factors literature is for			Literal.
DK3-109	FIEL	L3533; L3539; L3695	post-incident drug and alcohol testing, may discourage workers from reporting injuries and illnesses			Paráfrasis.
DK3-110	ANADIDO	L2978; L2970	This requires safety people as well as operational managers to understand how the system succeeds under varying conditions.	al menos el 30 por ciento del tiempo del equipo de seguridad	Dedicar al equipo de seguridad, junto a los gerentes operativos, a entender como se logra normalmente el trabajo del dia a dia, sin dejar de aprender de lo que falla	El libro no fija porcentaje de tiempo; grep de percent, thirty, of their time, proportion sin resultado para el equipo de seguridad.
DK3-111	FIEL	L1825	demonstrate that this connects to the outcome of the sequence.			Literal.
DK3-112	FIEL	L566-L578; L658	You can hold people accountable by letting them tell their story / if these are taken seriously and do not expose the second victim to potential retribution			Paráfrasis.
DK3-113	FIEL	L3214	giving them not only the discretionary space for decision making, but also providing them with error-tolerant and error-resistant designs			Literal.
DK3-114	FIEL	L2317	the new technology allows a system to be driven closer to its margins, eroding the safety advantage that was gained.			Literal.
