id	veredicto	lineas	frase_clave	dato	texto_fiel	razon
O56-043	FIEL	L979-L1063	safety is enhanced if employers establish mechanisms to coordinate their efforts and communicate effectively			Seccion completa de comunicacion y coordinacion
O56-044	ANADIDO	L593; L605-L607	Nonroutine or infrequent tasks, including maintenance and startup/shutdown activities, also present potential hazards.	izajes criticos o vertidos de concreto	Listar tareas no rutinarias como mantenimiento infrecuente o arranques y paradas de equipo	OSHA3885 solo cita mantenimiento infrecuente y arranques o paradas; buscado lift, crane, concrete, pour: sin resultados salvo heavy lifting ergonomico
O56-045	FIEL	L555	Conduct quantitative exposure assessments, when possible, using air sampling or direct reading instruments.			Literal
O56-046	FIEL	L753	Implement hazard control measures according to the priorities established in the hazard control plan.			Literal
O56-047	FIEL	L1021; L1051	to determine which among them will implement and maintain the various parts of the safety and health program, to ensure protection of all on-site workers before work begins			Literal
O56-048	FIEL	L869	Train workers on techniques for identifying hazards, such as job hazard analysis			Literal
O56-049	FIEL	L897-L931	Both lagging and leading indicators should be used.			Lesiones y enfermedades como rezagados, participacion y capacitacion como adelantados
O56-050	FIEL	L703	Plan how you will verify the effectiveness of controls after they are installed or implemented.			Literal
O56-051	FIEL	L745	Procure any equipment needed to control emergency-related hazards.			Literal
O56-052	FIEL	L1023; L1033-L1035	Information is communicated before on-site work starts and, as needed, if conditions change.			Peligros, medidas, no rutinarios y emergencias, antes de empezar y si cambian condiciones
O56-053	FIEL	L305-L307	Identify a frontline person or persons who will lead the safety program effort ... Provide positive recognition			Literal
O56-054	FIEL	L675-L679	Use a combination of control options when no single method fully protects workers.			Literal, con evitar controles que introduzcan nuevos peligros
O56-055	FIEL	L975	Determine whether your performance indicators and goals are still relevant and, if not, how you could change them			Literal
O56-056	OPERATIVO	L749	Conduct emergency drills to ensure that procedures and equipment provide adequate protection during emergency situations.		Realizar simulacros de emergencia para comprobar que los procedimientos y equipos protegen de forma adecuada	El libro pide simulacros sin fijar frecuencia; periódicos concreta sin cifra
O56-057	FIEL	L475; L481	Records of previous injuries and illnesses ... Exposure monitoring results			Literal
O56-058	FIEL	L171; L185-L189	Procedures are put in place to continually identify workplace hazards and evaluate risks.			Literal
O56-059	FIEL	L567-L571	Develop a clear plan and procedure for conducting incident investigations ... Who will be involved			Literal
O56-060	FIEL	L655-L657	Review sources such as OSHA standards and guidance, industry consensus standards, NIOSH publications, manufacturers' literature ... Investigate control measures used in other workplaces			Literal
O56-061	FIEL	L505	Conduct regular inspections of all operations, equipment, work areas, and facilities. Have workers participate on the inspection team			Literal
O56-062	FIEL	L105-L109	ALWAYS SET SAFETY AND HEALTH AS THE TOP PRIORITY. Tell your workers that making sure they finish the day and go home safely is the way you do business.			Literal
O56-063	FIEL	L175	An initial assessment of existing hazards, exposures, and control measures			Evaluacion inicial del estado de peligros y controles
O56-064	FIEL	L777	If controls are not effective, identify, select, and implement further control measures			Literal
O56-065	FIEL	L11	By initially focusing on achieving modest goals			Literal
O56-066	FIEL	L879	Provide additional training, as necessary, when a change in facilities, equipment, processes, materials, or work organization could increase hazards, and whenever a worker is assigned a new task.			Literal
O56-067	FIEL	L111-L113	LEAD BY EXAMPLE. Practice safe behaviors yourself and make safety part of your daily conversations with workers.			Literal
O56-068	ANADIDO	L505-L509	Include all areas and activities in these inspections, such as storage and warehousing, facility and equipment maintenance, purchasing and office functions	excavaciones y trabajo en altura	Programa inspecciones regulares de todas las operaciones, equipos, áreas de trabajo e instalaciones, incluyendo almacenamiento, mantenimiento y actividades de contratistas	OSHA3885 no nombra excavaciones ni trabajo en altura (son del libro de construccion). Buscado excavat, trench, height, staging, scaffold: solo work above shoulder height ergonomico
O56-069	FIEL	L769	Have engineering controls been properly installed and tested?			Literal
O56-070	FIEL	L137-L143	Assign workers the task of choosing, implementing, and evaluating the solutions ... develop instructions on what to do in each case. Meet to discuss these procedures and post them in a visible location			Parafrasis de los pasos 7 y 8
O56-071	FIEL	L835-L847; L199	Reinforce employers, managers, and supervisors' knowledge of their responsibilities under the OSH Act and the workers' rights guaranteed by the Act.			Liderazgo, investigacion de incidentes y derechos de los trabajadores
O56-072	FIEL	L537	evaluate the planned changes for potential hazards and related risks			Literal
O56-073	FIEL	L579	Conduct investigations with a trained team that includes representatives of both management and workers.			Parafrasis
O56-074	FIEL	L551	determine whether workers may be exposed to sources of infectious diseases, molds, toxic or poisonous plants, or animal materials (fur or scat) capable of causing allergic reactions			Literal
O56-075	FIEL	L49; L883	You can use the self-evaluation tool ... Sharing the results of monitoring and evaluation within the workplace, and celebrating successes			Literal
O56-076	FIEL	L629	and the number of workers who might be exposed			Literal
O56-077	FIEL	L841	Instruct employers, managers, and supervisors on incident investigation techniques, including root cause analysis.			Literal
O56-078	FIEL	L357; L429	Report back to workers routinely and frequently about action taken in response to their concerns and suggestions.			Literal
O56-079	FIEL	L629	Evaluate each hazard by considering the severity of potential outcomes, the likelihood that an event or exposure will occur			Literal
O56-080	FIEL	L695	List the hazards needing controls in order of priority.			Literal
O56-081	FIEL	L225; L1045	Include in contracts and bid documents any safety-related specifications and pre-qualifications			Literal
O56-082	FIEL	L577; L589	Train investigative teams on incident investigation techniques, emphasizing objectivity and open-mindedness			Literal
O56-083	FIEL	L199; L863-L873	All workers are trained to recognize workplace hazards and to understand the control measures that have been implemented.			Parafrasis
O56-084	FIEL	L279; L283-L295	Establish realistic, measurable goals for improving safety and health. Goals emphasizing injury and illness prevention should be included			Literal, con asignacion de recursos
O56-085	FIEL	L759-L777	Evaluate control measures to determine if they are effective or need to be modified.			Literal
O56-086	FIEL	L205; L893-L935	Processes are established to monitor program performance ... Analyze performance indicators and evaluate progress over time.			Parafrasis
O56-087	FIEL	L115-L119	Develop and communicate a simple procedure for workers to report any injuries, illnesses, incidents ... without fear of retaliation.			Literal
O56-088	FIEL	L173	Procedures are put in place to continually identify workplace hazards and evaluate risks.			Literal
O56-089	CONTRARIO	L655	Before selecting any control options, it is essential to solicit workers' input on their feasibility and effectiveness.	secuencia: seleccionar primero y consultar despues	Consultar a los trabajadores sobre la viabilidad y efectividad de las opciones de control antes de seleccionarlas	El libro pone la consulta antes de seleccionar; el paso invierte la secuencia. Buscado apoyo (feasib, input, discuss control): L683 tambien discute opciones antes de elegir, nada respalda consultar despues
O56-090	FIEL	L121-L135	Train workers on how to identify and control hazards ... Inspect the job site with workers and ask them to identify any activity, piece of equipment, or material that concerns them ... Talk with workers about ideas on safety improvements			Combina los pasos 4, 5 y 6 del libro
O56-091	FIEL	L397-L417	Develop the program and set goals ... Analyze hazards ... Conduct site inspections ... Train current coworkers and new hires ... Report hazards and develop solutions			Literal
O56-092	FIEL	L505	Have workers participate on the inspection team			Literal
O56-093	FIEL	L743	Develop or modify plans to control hazards that may arise in emergency situations.			Literal
O56-094	OPERATIVO	L965-L969; L281	take prompt action to correct the problem and prevent its recurrence		Corregir con prontitud cualquier deficiencia detectada y evitar que se repita	El libro pide corregir con prontitud; quien y para cuando no aparece en esta seccion, aunque asignar responsables y plazos si esta en L281; misma direccion
O56-095	FIEL	L767	Have all control measures been implemented according to the hazard control plan?			Literal
O56-096	FIEL	L585-L587	Communicate the results of the investigation to managers, supervisors, and workers ... OSHA has special reporting requirements for work-related incidents that lead to serious injury or a fatality			Adaptado a la normativa del mercado
O56-097	FIEL	L731	Prior to initiating such work, review JSAs/JHAs with any workers involved			Literal
O56-098	FIEL	L269; L293	considering safety and health in all business decisions, including contractor and vendor selection, purchasing ... Integrate safety and health into planning and budgeting processes			Literal
O56-099	FIEL	L355	Establish a process for workers to report injuries, illnesses, close calls/near misses, hazards ... Include an option for anonymous reporting			Literal
O56-100	FIEL	L811; L829	Ensure that training is provided in the language(s) and at a literacy level that all workers can understand.			Literal
O56-101	OPERATIVO	L465; L451; L479	Collect, organize, and review information with workers to determine what types of hazards may be present and which workers may be exposed		Organiza y revisa con tus trabajadores la información recopilada para saber qué peligros hay, quién está expuesto y qué patrones de lesiones o enfermedades se repiten	El libro organiza la informacion para saber que peligros hay y quien esta expuesto; los patrones vienen de L451 y L479; misma direccion
O56-102	FIEL	L489-L497	Information about hazards may be available from outside sources, such as: OSHA, NIOSH ... Labor unions ... Safety and health consultants.			Literal, adaptado al pais
O56-103	FIEL	L513-L535	Use checklists that highlight things to look for ... Electrical hazards ... Fire protection ... Ergonomic problems			Literal
O56-104	CONTRARIO	L757	Promptly implement any measures that are easy and inexpensive--such as general housekeeping, removal of obvious tripping hazards such as electrical cords, and basic lighting--regardless of the level of hazard they involve.	posponer las medidas simples y baratas hasta controlar los peligros de mayor rango	Aplicar de inmediato las medidas simples y baratas, como orden y limpieza, sin importar el rango del peligro que atienden	El libro manda aplicarlas con prontitud sin importar el nivel del peligro (y L457 pide arreglar tropiezos al encontrarlos); ningun pasaje respalda posponerlas
O56-105	FIEL	L747	Assign responsibilities for implementing the emergency plan.			Literal
O56-106	FIEL	L819; L857	How to report hazards, injuries, illnesses, and close calls/near misses			Literal
O56-107	ANADIDO	L805-L827	Provide training to all managers; supervisors; workers; and contractor, subcontractor, and temporary agency workers on	antes de que cumpla 30 días en el puesto	Impartir la capacitación sobre el programa a cada trabajador nuevo, en un idioma y nivel que pueda entender	OSHA3885 no fija plazo para la capacitacion del programa; buscado 30, thirty, days, month, new hire, orientation: solo train new hires sin plazo
O56-108	FIEL	L423-L433	Ensure that workers from all levels of the organization can participate regardless of their skill level, education, or language.			Literal, con miedo a represalias en L423 y L433
O56-109	FIEL	L633	employers have an ongoing obligation to control all serious recognized hazards and to protect workers			Literal
O56-110	FIEL	L757	Promptly implement any measures that are easy and inexpensive--such as general housekeeping ... and basic lighting--regardless of the level of hazard they involve.			Literal
O56-111	FIEL	L673; L693-L721	Select controls according to a hierarchy that emphasizes engineering solutions (including elimination or substitution) first, followed by safe work practices, administrative controls, and finally PPE.			Coincide con la piramide NIOSH del libro: eliminacion y sustitucion arriba
O56-112	FIEL	L255	Establish a written policy signed by top management describing the organization's commitment to safety and health			Literal
O56-113	FIEL	L873	Instruct workers on concepts and techniques for controlling hazards, including the hierarchy of controls and its importance.			Literal
O56-114	FIEL	L837	Train employers, managers, and supervisors on procedures for responding to workers' reports of injuries, illnesses, and incidents			Literal
O56-115	FIEL	L593	Plans and procedures need to be developed for responding appropriately and safely to hazards associated with foreseeable emergency scenarios and nonroutine situations.			Literal
O56-116	FIEL	L701	Plan how you will track progress toward completion.			Literal
O56-117	FIEL	L449	Investigate injuries, illnesses, incidents, and close calls/near misses to determine the underlying hazards, their causes			Literal
O56-118	FIEL	L547; L147	seek the input of workers and evaluate the planned changes ... Set aside a regular time to discuss safety and health issues			Literal
O56-119	FIEL	L463	For each hazard identified, determine the severity and likelihood of incidents that could result, and use this information to prioritize corrective actions.			Literal
O56-120	FIEL	L507	Take photos or video of problem areas to facilitate later discussion and brainstorming about how to control them			Literal
O56-121	FIEL	L257-L267	Communicate the policy to all workers and, at appropriate times and places, to relevant parties			Contratistas, proveedores y visitantes estan en la lista
O56-122	OPERATIVO	L271; L89	Be visible in operations and set an example by following the same safety procedures you expect workers to follow. Begin work meetings with a discussion or review of safety and health indicators		Dar ejemplo siguiendo tú mismo los procedimientos de seguridad que esperas de tu equipo, y abrir las reuniones de trabajo repasando temas de seguridad	OSHA3885 no habla de charlas breves (toolbox talks, solo en el libro de construccion) pero si de abrir reuniones con seguridad y hablar de ella a diario; misma direccion
O56-123	OPERATIVO	L849; L873	As a starting point, consider providing the OSHA 30-hour construction safety course, or a similar course.		Considera, como punto de partida, un curso de seguridad más largo para quienes dirigen o supervisan y uno más corto para los trabajadores, verificando qué opciones existen en tu país	El libro propone cursos de 30 y 10 horas segun el rol; no dice certificacion, pero va en la misma direccion
O56-124	FIEL	L835	Reinforce employers, managers, and supervisors' knowledge of their responsibilities under the OSH Act			Literal
O56-125	FIEL	L465	Some hazards, such as housekeeping and tripping hazards, can and should be fixed as they are found.			Literal
