id	veredicto	lineas	frase_clave	dato	texto_fiel	razon
DK4-021	FIEL	L914-L920	In order to understand error, you have to examine the larger system in which these people worked.			El libro pide examinar el sistema mas amplio y alejarse del extremo agudo (zooming out); el paso lo dice igual.
DK4-025	ANADIDO	L3867-L3867	Having a person or function within the system with the authority, credibility and resources to go against common interpretations and decisions about safety and risk.	Ombudsman de seguridad, reporte directo al consejo de administracion y poder de veto sobre decisiones de riesgo	Contar con una persona o funcion con la autoridad, la credibilidad y los recursos para ir contra las interpretaciones y decisiones comunes sobre seguridad y riesgo, integrada en niveles organizacionales significativos.	El libro pide la funcion con autoridad, credibilidad y recursos, pero no nombra ombudsman, ni consejo de administracion, ni veto; busque ombudsman, veto, board of directors sin hallarlos.
DK4-027	OPERATIVO	L2082-L2084	The aim of a distal reach is to explore how aspects of training, documentation, operational or managerial decision making, regulatory influences or industry standards may all have influenced what people at the sharp end saw as making sense at the time.		Examinar como los recursos disponibles, la formacion y las decisiones de gestion y supervision influyeron en lo que para las personas del extremo agudo tenia sentido hacer, sin convertirlos en otro 'error' que explique el primero.	El libro apoya mirar recursos, formacion y decisiones de gestion como factores distales, pero advierte que explicar un error con otro (supervision inadecuada) no explica nada (L4041); el paso va en su direccion si se evita el marco de 'fallas'.
DK4-028	CONTRARIO	L3848-L3848	If you want to seek out and prevent what is going to lead to a fatality or accident, then don’t (just) look for the holes you know about, or the problems that show up in your incident reports or safety management system. Look in the places where there are no holes		En una organizacion ultra segura, no mirar solo los agujeros conocidos ni lo que aparece en los reportes de incidentes: buscar donde no hay agujeros, en el trabajo normal, sus adaptaciones, atajos y frustraciones diarias que nadie considera dignos de reportar.	El paso invierte el consejo de Wald: el libro dice que las zonas con agujeros son el fenomeno senuelo y que hay que blindar donde no hay agujeros. No hay pasaje que apoye concentrar las defensas donde se reportan mas incidentes.
DK4-030	FIEL	L2978-L2978	we have to focus on frequent events, not necessarily severe ones. What presents difficulty on a daily basis, the often-encountered workarounds and frustrations? Such things might indeed be better predictors of system safety and risk than your formally reported incidents.			El libro pide atender eventos frecuentes y no necesariamente graves (workarounds, frustraciones) como predictores de riesgo, sin dejar de aprender de lo que sale mal; el paso lo parafrasea.
DK4-033	OPERATIVO	L3630-L3630	structural secrecy associated with bureaucratic organization, where information does not cross the boundaries of the various silos in which work is done and administered;		Indagar en que medida la informacion no cruza las fronteras de los silos en que se hace y administra el trabajo (secreto estructural) y hasta que punto la resolucion de problemas esta fragmentada entre departamentos, secciones o subcontratistas.	El libro identifica los silos y la resolucion fragmentada de problemas como fuente de riesgo y pide sondearlos; mapearlos es una concrecion sin datos nuevos.
DK4-034	OPERATIVO	L591-L591	Confidential means that the reporter is known, but only, for example, for safety people--not to people who could create career jeopardy (for example, supervisors, line managers).		Establecer, segun el nivel de seguridad de la actividad, un sistema de reporte confidencial (no anonimo): el informante es conocido solo, por ejemplo, por el personal de seguridad, y no por quienes podrian poner en riesgo su carrera, como supervisores o jefes de linea.	El libro define el reporte confidencial con el personal de seguridad como ejemplo y excluye a supervisores; el paso lo convierte en canal 'gestionado solo' por seguridad, una concrecion en la misma direccion.
DK4-035	ANADIDO	L1728-L1734	data observability: what would have been observable given the features of the interface and the multiple interleaving tasks, goals, interests, knowledge and even culture of the people looking at it.	el volumen de informacion disperso entre los participantes como factor de observabilidad	Distingue lo que estaba disponible (lo que puede mostrarse que existia fisicamente en la situacion) de lo que era observable dadas las caracteristicas de la interfaz y las multiples tareas intercaladas, metas, intereses, conocimientos y cultura de quien miraba.	La distincion disponible/observable es literal del libro, pero el libro no menciona informacion dispersa entre participantes como factor; sus factores son interfaz, tareas intercaladas, metas, intereses, conocimiento y cultura.
DK4-038	OPERATIVO	L549-L549	A systems approach understands that each component or contributor in a system has specific responsibilities to help attain the system’s overall goals. These responsibilities cannot just be put on other people or other parts of the system.		Identificar las responsabilidades especificas que cada componente o contribuyente del sistema tiene para lograr sus objetivos generales (por ejemplo, quienes deben asegurar que los recursos necesarios esten disponibles), sin cargarlas solo sobre la persona involucrada.	El libro afirma que cada componente tiene responsabilidades especificas que no pueden trasladarse a otros; mapearlas es una concrecion en su direccion.
DK4-040	FIEL	L19-L19	Use the contrast between the Old and New View to look at problems in your own setting and environment anew. Use it to map where other people might be in their thinking about ‘human error.’			El libro pide usar el contraste para mirar el propio entorno y mapear el pensamiento de la organizacion, y da pistas de que la Vieja Vision reina; el paso lo parafrasea.
DK4-041	OPERATIVO	L2439-L2449	Understanding real work on an approach to a busy airport requires understanding of the contrast between the ideal, assumed operating environment and how it fits procedures and checklists, and how these same procedures and checklists need to be interleaved, spliced, paused or paced in real-world operations.		Contrastar los procedimientos y checklists con el entorno ideal que suponen (lineal, predecible y controlable) y con como deben intercalarse, pausarse o acompasarse en la operacion real.	El libro describe los tres supuestos y pide entender ese contraste; no manda revisar procedimientos, pero hacerlo concreta lo dicho sin datos nuevos.
DK4-043	OPERATIVO	L2059-L2061	Such remarks or questions have no role to play, however, in explaining why people did what they did.		Para explicar por que alguien hizo lo que hizo, no te quedes en preguntas como 'por que no hizo...?' o 'si tan solo hubiera...!': son contrafactuales, nacen del conocimiento del resultado y no explican la conducta; pregunta en cambio por que tuvo sentido hacer lo que se hizo.	El libro rechaza esas preguntas para explicar la conducta, pero les reconoce un papel para preparar a otros ante situaciones similares (L2059); el paso las prohibe en general. Misma direccion, con matiz.
DK4-044	OPERATIVO	L3319-L3319	The challenge is to explain why people gradually come to see deviant behavior or system performance as normal or acceptable, not judge it deviant from the outside and hindsight.		Revisar la historia de decisiones de la organizacion para entender como pequenas desviaciones sucesivas se volvieron normales (normalizacion de la desviacion) y por que parecian aceptables desde dentro, sin juzgarlas como desviadas desde fuera y con retrospectiva.	El libro apoya estudiar la historia organizacional detras de las desviaciones rutinarias, pero advierte que el reto es explicar por que se volvieron normales, no detectarlas y juzgarlas en retrospectiva.
DK4-049	FIEL	L2077-L2077	If we want to understand why people did what they did, we have to reconstruct the situation as it unfolded around them at the time, not as it looks to us now.			El libro pide reconstruir la situacion como se desplego para ellos, imaginando que no se conoce el resultado; aplica tambien a la propia conducta (L116). Parafrasis fiel.
DK4-050	ANADIDO	L3981-L3989	people and the systems they work in may be open to change--even if only for a short while;	que la ventana suele durar unas seis semanas	Aprovechar la ventana de apertura que puede abrir el impacto de un fallo, aunque sea breve, para impulsar incluso las recomendaciones de cambio mas dificiles, cuando hay recursos normalmente dedicados solo a la produccion.	El libro habla de una ventana breve sin cifra; busque six weeks, 6 weeks y weeks en todo el libro sin hallar ese plazo.
DK4-051	ANADIDO	L2447-L2449	Interleaving unpracticed tasks, particularly those that involve novel or unexpected aspects leads often to errors of omission.	capacitacion de los equipos como remedio para las omisiones por intercalacion de tareas	Tener en cuenta que intercalar tareas no practicadas, sobre todo con aspectos nuevos o inesperados, suele producir errores de omision, y que las personas, aunque aprenden con la experiencia a manejar tareas concurrentes, tienden a subestimar su propia vulnerabilidad al error en esas circunstancias.	El libro describe el mecanismo pero no propone capacitar para manejarlo; ademas presenta el reentrenamiento como arreglo rapido falso (L3954). La herramienta 'capacitacion' no esta respaldada para este punto.
DK4-053	CONTRARIO	L4041-L4041	Explaining one error (for example, operator error) by pointing to another (inadequate supervision, deficient management, bad design) does not explain anything. It only judges other people for not doing what you, in hindsight, think they should have done.		No expliques un error (por ejemplo, del operador) senalando otro error (supervision inadecuada, gestion deficiente, mal diseno): eso no explica nada y solo juzga a otras personas por no hacer lo que, en retrospectiva, crees que debieron hacer. El error es el punto de partida, no la conclusion.	El paso aconseja exactamente lo que el libro desaconseja: remontarse a supervision inadecuada o gestion deficiente como explicacion. No hay pasaje que lo apoye; L163 califica esa logica de aprisionante.
DK4-057	OPERATIVO	L3650-L3656	The risk of having an accident is a fixed, structural property of the complexity of the systems we choose to build and operate.		Tratar el acoplamiento estrecho como una propiedad estructural del diseno del sistema: mientras se mantenga, el riesgo de accidente no depende del compromiso de nadie con el cero, y la unica forma de llegar a cero en esos sistemas es desmantelarlos.	El libro no propone redisenar para reducir el acoplamiento, pero si trata el riesgo como propiedad estructural y valora quitar partes (L2865); considerar redisenos va en esa direccion sin datos nuevos.
DK4-058	FIEL	L3768-L3768	Telling people in an ultra-safe activity that they need more rules and better compliance, for example, is not going to make things any safer.			El libro dice que en organizaciones ultra seguras mas reglas, politicas, campanas de concienciacion o recordatorios ya no tienen efecto; el paso lo dice igual (sin abandonar lo existente, que el libro pide sostener).
DK4-059	OPERATIVO	L664-L664	learning to understand and control your own reactions to failure is critical to making progress toward the New View.		Ayudar a investigadores, colegas y directivos a reconocer y contener sus propias reacciones al fallo (retrospectivas, contrafactuales, enjuiciadoras y proximales), por ejemplo recorriendo con ellos los capitulos 1 y 2 de la Field Guide.	El libro pide aprender a entender y controlar las propias reacciones al fallo y guiar a otros por ese material; entrenar investigadores lo concreta sin datos nuevos.
DK4-061	OPERATIVO	L3650-L3654	Perrow called the features of these systems that make them more susceptible to an accident: Interactive complexity ... Tight coupling.		Identificar en que sistemas criticos hay complejidad interactiva (dificil rastrear como se propagan las fallas) y acoplamiento estrecho (los efectos de una falla repercuten tan rapido o a tal escala que intervenir es imposible, tardio o inutil), los rasgos que segun Perrow los hacen mas susceptibles a un accidente.	El libro describe ambos rasgos; evaluarlos en la propia organizacion es una concrecion en su direccion.
DK4-062	FIEL	L656-L658	Strong social and organizational support systems for second victims (psychological first aid, debriefings, follow-up), have proven critical to contain the negative consequences			Los primeros auxilios psicologicos tras incidentes que (potencialmente) danaron o mataron a alguien estan literalmente en el libro.
DK4-064	OPERATIVO	L2449-L2449	This means that multiple tasks need to be interleaved (for example, monitoring instrumentation and automation when accomplishing a checklist).		Observar el trabajo real para entender como los procedimientos y checklists se intercalan, pausan o acompasan con otras tareas, en contraste con el entorno ideal que suponen, buscando entender por que se trabaja asi y no para corregir.	El libro pide entender el contraste entre entorno supuesto e intercalacion real y, en Safety II, observar el trabajo para entenderlo; la observacion de campo concreta eso.
DK4-068	OPERATIVO	L942-L942	It means seeing both the blunt end and sharp end and how they interact to shape practice and determine what is normal or expected throughout an organization.		Orientar las recomendaciones a como el extremo romo (politicas, prioridades, decisiones de diseno y organizacion) moldea la practica en el extremo agudo, sin quedarse en recomendaciones de conducta o reentrenamiento para quienes estan en el extremo agudo.	El libro pide ver ambos extremos y su interaccion, pero advierte que las recomendaciones de conducta dirigidas al extremo agudo son de bajo valor y dificiles de aplicar; el paso va en su direccion con ese matiz.
DK4-070	OPERATIVO	L656-L658	Strong social and organizational support systems for second victims (psychological first aid, debriefings, follow-up), have proven critical to contain the negative consequences		Ofrecer debriefings a los trabajadores involucrados como parte del apoyo a segundas victimas, junto con primeros auxilios psicologicos y seguimiento.	El libro nombra los debriefings como apoyo a segundas victimas; el calificativo 'estructurados' es una concrecion que el libro no pone en este contexto.
DK4-072	OPERATIVO	L3650-L3656	The only way to achieve a zero vision in such a system is to dismantle it, and not use it altogether. Which is what Perrow essentially recommended us to do with nuclear power generation.		Asumir que en sistemas de alta complejidad interactiva y acoplamiento estrecho el riesgo de accidente es estructural: la unica forma de alcanzar el cero es desmantelarlos y no usarlos, que es lo que Perrow recomendo en esencia para la energia nuclear.	El libro menciona desmantelar como unica via al cero, no un juicio de continuar, redisenar o desmantelar; el paso lo concreta como decision en la misma direccion.
DK4-076	OPERATIVO	L3926-L3926	workers themselves are increasingly blamed (sanctioned, ticketed) for safety violations, with over two-thirds of all citations handed out by workplace safety inspectors directed at workers or immediate supervisors.		Fijate si la responsabilidad por la seguridad se esta cargando sobre los trabajadores (sanciones, multas, advertencias por infracciones) en lugar de mirar como se organiza y se dota de recursos el trabajo.	El libro describe la tendencia a sancionar a trabajadores y supervisores directos; revisar a quien caen las sanciones en el propio negocio es una concrecion diagnostica en su direccion.
DK4-077	OPERATIVO	L4149-L4149	Safety is measured by counting the number of cases where it fails rather than by the number of cases where it succeeds. This unavoidably leads to a reactive approach		Complementa el conteo de fallos con la comprension de lo que sale bien: como la organizacion logra tener exito en condiciones variables, para que el numero de resultados previstos y aceptables sea lo mas alto posible.	El libro pide atender a los casos en que la seguridad tiene exito y no solo contar fallos, pero no habla de crear indicadores (y desconfia de metas numericas, L3074); el paso lo concreta en su direccion.
DK4-078	OPERATIVO	L19-L21	Use the contrast to contribute actively to a more productive dialogue about ‘human error’		Usar el contraste entre la Vieja y la Nueva Vision para abrir un dialogo mas productivo con colegas, directivos y demas partes interesadas: hablar de las cosas de otra manera, con otro lenguaje y otra perspectiva.	El libro pide dialogar, guiar a colegas y directivos y usar otro lenguaje; 'comunicar el cambio de paradigma' concreta eso sin datos nuevos.
DK4-080	FIEL	L2881-L2883	Control can be imperfect and even erode over time.			El libro dice que el control impone restricciones, puede erosionarse con el tiempo y que la gestion consiste en hacer visibles metas y erosion; el paso lo parafrasea.
DK4-084	FIEL	L2978-L2978	So when you do your next safe work observations, for example, do not walk around telling people how they are supposed to work. Try to understand why they work the way they do, and why it is, or seems, normal for them at the time.			El libro pide observar el trabajo para entender por que se hace asi y no para decir como deberia hacerse; el paso lo adapta al propio trabajo sin anadir nada sustantivo.
DK4-085	OPERATIVO	L591-L597	Mike O’Leary and Nick Pidgeon showed how much the formal and confidential reports about the same event can diverge, and how little actionable, interesting information a formal report sent to the line manager might contain.		Tener en cuenta cuanto pueden divergir el reporte formal y el confidencial sobre un mismo evento: el confidencial recoge presiones, distracciones y carga de trabajo que nunca llegan al formal ni a la conciencia organizacional.	El libro muestra la divergencia como hallazgo de investigacion; convertirlo en practica de comparar reportes concreta lo dicho sin datos nuevos.
DK4-088	FIEL	L2040-L2040	Agreed (or at least agreeable). You want your recommendation to take into account legitimate organizational concerns about production or efficiency; otherwise you will not get any traction with those responsible for implementation and achievement.			Es el criterio 'Agreed' de SMART tal como lo formula el libro.
DK4-091	OPERATIVO	L3634-L3648	redundancy of equipment and personnel; ... there are no guarantees that manipulating these attributes will keep an organization at zero.		Considerar la redundancia de equipos y personal que la teoria HRO exige, sabiendo que no garantiza mantenerse en cero y que las barreras formadas por personas que se conocen no son independientes (falacia de la redundancia social) y pueden erosionarse entre si.	El libro lista la redundancia como requisito HRO, pero en lectura critica y con el aviso de la falacia de la redundancia social; implementar redundancias va en su direccion si se recoge ese limite.
DK4-095	FIEL	L920-L920	The blunt end shapes, creates, and sometimes even encourages opportunities for errors at the sharp end.			El libro pide ver como las politicas y presiones del extremo romo impulsan metas y practicas en el extremo agudo; el paso lo dice igual.
DK4-100	OPERATIVO	L3151-L3218	A New View of safety would replace or at least complement this, at times, with an alternative set of principles:		Reemplazar o al menos complementar, cuando convenga, la organizacion de la seguridad de la Vieja Vision con los principios de la Nueva: decide quien es experto y conoce el trabajo, la impulsa la linea, se guia por comprension y contexto, da espacio para hacer lo correcto y se gestiona como responsabilidad hacia abajo.	El libro propone organizar la seguridad con principios de la Nueva Vision, pero como reemplazo o complemento 'at times'; 'redisenar politicas' concreta eso.
DK4-102	FIEL	L640-L654	Don’t ask who is responsible, ask what is responsible.			El libro pide preguntar que es responsable y, en la responsabilidad prospectiva, que hacer con el problema; el paso lo parafrasea.
DK4-104	OPERATIVO	L3041-L3041	Safety is made and broken on and in the line. So perhaps that is where responsibility for it should lie as well--with the managers, supervisors and workers who get to work at or near the sharp end		Fomentar que la responsabilidad por la seguridad este en la linea (directivos, supervisores y trabajadores en o cerca del extremo agudo), como responsabilidad etica hacia quienes hacen el trabajo, y no solo como rendicion de cuentas hacia arriba.	El libro situa la responsabilidad en la linea (directivos, supervisores y trabajadores); el paso la reduce a quien supervisa. Misma direccion, algo estrechada.
