id	veredicto	lineas	frase_clave	dato	texto_fiel	razon
DK2-015	OPERATIVO	L2259-L2261	investigators found how "the captain and the first officer had been continuously awake for at least 16 hours."		Registrar en la investigacion cuanto tiempo llevaban despiertos los operadores implicados, como hicieron los investigadores del caso citado.	El libro recoge como ejemplo que los investigadores establecieron el tiempo de vigilia continua; convertirlo en paso de registro concreta ese ejemplo sin datos nuevos.
DK2-096	ANADIDO	L2256-L2286	A "New View" on fatigue would suggest that promising solutions lie in scheduling and rostering, and in other conditions surrounding people's work.	Descanso minimo de 10 horas entre jornadas	Buscar soluciones a la fatiga en la programacion de turnos y cuadrantes y en las demas condiciones del trabajo, ya que el descanso es la unica forma realmente eficaz de combatirla.	El libro orienta a la programacion de turnos y al descanso, pero no fija ningun minimo de horas de descanso; busque 10 hours, ten hours, rest period, minimum rest sin resultado.
DK2-071	ANADIDO	L2042-L2042	Time-bound. You may want the implementation of your recommendation to have some kind of suggested expiration date, so decision makers can agree on deadlines for achievement.	Plazo maximo de 90 dias desde la publicacion del informe	Dar a cada recomendacion algun tipo de fecha de vencimiento sugerida para que los responsables puedan acordar plazos de cumplimiento.	El libro pide una fecha sugerida y plazos acordados, sin cifra; busque 90 days, ninety, three months sin encontrar ese plazo.
DK2-048	FIEL	L2496-L2504	Why is it a bad idea to use "loss of situation awareness" when trying to explain human performance difficulties? ... It is not an explanation at all.			El libro titula la seccion 'Don't Use Loss Of Situation Awareness' y dice que no es una explicacion; el paso lo recoge sin anadir nada.
DK2-008	OPERATIVO	L2556-L2566	"Loss of situation awareness" causes accidents and puts people in jail ... is now being used by others (media, the judiciary) to condemn operators for their failures.		No usar la 'perdida de conciencia situacional' como explicacion, tampoco cuando otros (medios, tribunales, forenses) la usan para condenar a los operadores: es solo la diferencia entre lo que sabemos ahora y lo que ellos sabian entonces.	El libro critica su uso judicial y disciplinario y pide evitar el termino por completo (L2626); 'rechazarlo en contextos legales' concreta esa postura en su misma direccion, aunque el libro no da una instruccion especifica para esos contextos.
DK2-110	FIEL	L430-L434	the point of a 'human error' investigation is to understand why people's assessments and actions made sense at the time, given their context, and without knowledge of outcome		Reconstruir el 'tunel' del operador: que informacion tenia, que presiones sufria y que opciones le parecian razonables.	El libro pide ponerse dentro del tunel y entender por que tenia sentido lo que hicieron; los elementos (datos disponibles, influencias operativas u organizativas, opciones percibidas) estan en L1022-L1032. Paso fiel parafraseado.
DK2-010	FIEL	L3962-L3973	how incentive structures governing people's performance may actually have encouraged a focus on economic or efficiency goals, with safety being taken for granted			El libro lista entre lo que la falla puede revelar las estructuras de incentivos que favorecieron metas economicas; el paso lo recoge.
DK2-079	OPERATIVO	L3962-L3981	how organizational models about the sources of risk, and organizational plans for how to deal with risk, may have been wrong or incomplete. Hard fixes change something fundamental about the organization.		Revisar si los modelos organizativos sobre las fuentes de riesgo, y los planes para gestionarlo, estaban equivocados o incompletos, y cambiarlos como parte de una solucion de fondo.	El libro senala que la falla puede mostrar modelos de riesgo erroneos o incompletos y que las soluciones de fondo cambian algo fundamental; actualizarlos concreta esa idea sin datos nuevos (ver tambien meta-monitoring, L3855).
DK2-014	OPERATIVO	L2457-L2465	From the outside, such fine-tuning constitutes incremental experimentation in uncontrolled settings. On the inside, incremental nonconformity is an adaptive response to scarce resources, multiple goals and often competition.		Examinar como el ajuste fino y la experimentacion incremental en busca de eficiencia han ido acercando el sistema a los limites del desempeno seguro.	El libro describe el ajuste fino como experimentacion incremental y la deriva hacia los limites del desempeno seguro (L3971); evaluarlo concreta esa idea en su misma direccion.
DK2-040	OPERATIVO	L2941-L2941	Diane Vaughan called this process of drift "normalization of deviance." ... Small departures from an earlier established norm are often not worth remarking or reporting on. Such incrementalism contributes to normalization.		Identificar las desviaciones que, a pequenos pasos y sin que nadie las comentara ni reportara, se han convertido en la nueva norma.	El libro describe la normalizacion de la desviacion y pide averiguar la historia detras de las desviaciones rutinarias (L2487); identificarlas concreta el texto sin anadir datos.
DK2-074	OPERATIVO	L3650-L3654	The risk of having an accident is a fixed, structural property of the complexity of the systems we choose to build and operate ... Tight coupling means that the effects of single failures reverberate through a system		Tener en cuenta que, segun Perrow, la complejidad interactiva y el acoplamiento estrecho hacen del riesgo de accidente una propiedad estructural del sistema.	El libro expone la tesis de Perrow sobre complejidad y acoplamiento estrecho; convertirla en paso de revision concreta el texto en su misma direccion.
DK2-102	OPERATIVO	L2926-L2926	While the end result of drift may seem a very large departure from originally accepted routines, each step along the way is typically only a small increment (or decrement) from what was accepted previously.		Reconstruir la historia de pequenos pasos incrementales, y de las presiones organizativas detras de ellos, que llevaron a la situacion actual de riesgo.	El libro subraya la naturaleza incremental de la deriva y pide averiguar la historia organizativa detras de las desviaciones (L2487); mapearla concreta el texto.
DK2-024	FIEL	L2430-L2433	Safety improvements come from organizations monitoring and understanding the gap between procedures and practice			El libro atribuye la mejora a monitorear y entender la brecha entre procedimiento y practica, y pide mantener viva la discusion sobre el riesgo incluso cuando todo parece seguro (L3865); el paso lo recoge.
DK2-035	OPERATIVO	L2950-L2957	This is why high-reliability organizations (HRO) deal with risk by remaining chronically uneasy ... To guard against these drift-inducing impulses, HRO suggests you stay curious, open-minded, complexly sensitized, inviting of doubt		Mantener una inquietud cronica y vigilar como la organizacion vigila la seguridad, para detectar las pequenas desviaciones que se estan normalizando.	El libro no habla de 'mecanismos de retroalimentacion', pero pide inquietud cronica y meta-monitoring (L3855) frente a la deriva; el paso concreta esa guia en su misma direccion.
DK2-105	FIEL	L3857-L3857	Do not take past success as guarantee of future safety ... In complex, dynamic systems, past success is no guarantee of continued safety.			El libro advierte que el exito pasado no garantiza seguridad y que la ausencia continuada de consecuencias confirma creencias (L2491); el paso lo recoge.
DK2-018	OPERATIVO	L930-L930	The proximal nature of reactions to failure means that expensive organizational lessons can go unlearned.		Dejar constancia en el informe de las lecciones sobre el sistema en su conjunto, y no solo de las acciones de quienes estaban mas cerca del suceso.	El libro advierte que el foco proximal hace que las lecciones organizativas se pierdan; documentarlas explicitamente concreta esa advertencia en su misma direccion.
DK2-049	OPERATIVO	L910-L928	Reactions to failure focus firstly and predominantly on those people who were closest to producing or potentially avoiding the mishap.		Comprobar si la reaccion al fallo se centra solo en las personas mas cercanas en tiempo y lugar al suceso (el extremo afilado) en lugar de examinar el sistema mayor en que trabajaban.	El libro describe el sesgo proximal y pide examinar el sistema mayor; revisar el informe en busca de ese sesgo concreta el texto sin datos nuevos.
DK2-058	OPERATIVO	L922-L940	Many drivers had passed an unsafe signal 109 over the preceding years and the drivers' union had been complaining about its lack of visibility.		Buscar vulnerabilidades del sistema ya conocidas antes del suceso, como quejas previas o casos similares reportados que no se investigaron en serio.	Los casos del libro (senal 109, quejas del sindicato, 160 casos de UFCM no investigados) muestran vulnerabilidades previas ignoradas; buscarlas activamente concreta esos ejemplos en su misma direccion.
DK2-020	OPERATIVO	L3220-L3224	a constructive interplay or conversation between line and staff, between experts and others is probably necessary.		Distinguir entre quienes aportan la experiencia operativa (la linea) y quienes pueden tomar distancia y ver la red organizativa (el staff de seguridad).	El libro distingue expertos operativos y staff y pide su interaccion; identificarlos es un paso previo que concreta el texto sin anadir datos.
DK2-021	OPERATIVO	L3220-L3220	They may be so successful with it, however, that they, too, can miss potentially dangerous side effects of the way they have adapted their work to meet those constraints.		Documentar los efectos secundarios potencialmente peligrosos de la forma en que los expertos operativos han adaptado su trabajo, que ellos mismos pueden no ver.	El libro dice que las adaptaciones de los expertos pueden tener efectos peligrosos que no ven y que la complejidad hace el riesgo invisible; documentarlo concreta esa idea.
DK2-104	OPERATIVO	L3224-L3224	It is unlikely that the same group of people can do it all: a constructive interplay or conversation between line and staff, between experts and others is probably necessary.		Propiciar una interaccion o conversacion constructiva entre linea y staff, entre expertos operativos y otros.	El libro juzga necesaria la conversacion entre linea y staff; crear espacios de dialogo la concreta. 'Regular' no fija una frecuencia concreta, asi que no anade dato.
DK2-039	FIEL	L3043-L3084	Useable safety intelligence, as opposed to distant tabulations of statistical data.			El libro advierte del riesgo de ser un tabulador de datos irrelevantes que nadie usa y pide inteligencia de seguridad util en vez de estadisticas; el paso lo recoge.
DK2-063	FIEL	L3074-L3074	An end to weekly or monthly or quarterly targets ... If your organization has incentives associated with meeting targets like these, you will quickly find that operational areas in the organization will adjust their reporting to help meet those targets.			El libro pide acabar con los objetivos numericos periodicos porque llevan a ajustar el reporte, y senala que los incentivos por ausencia de negativos hacen suprimir malas noticias (L3109); el paso lo recoge.
DK2-022	OPERATIVO	L528-L530	As a result, work involves efficiency-thoroughness trade-offs (ETTOs), as Erik Hollnagel calls them.		Identificar los compromisos entre eficiencia y minuciosidad (ETTO) que el trabajo impone.	El libro describe los ETTO como parte del desajuste autoridad-responsabilidad; identificarlos en el propio trabajo concreta esa idea sin datos nuevos.
DK2-072	OPERATIVO	L526-L534	Into one ear the airlines lecture, "Never break regulations. Never take a chance. Never ignore written procedures. Never compromise safety." Yet in the other they whisper, "Don't cost us time. Don't waste our money."		Revisar si se exige a la vez rapidez y seguridad y si las personas tienen la autoridad necesaria para cumplir la responsabilidad que se les pide.	El libro describe el doble mensaje de seguridad y rapidez y exige mostrar que las personas tenian autoridad para su responsabilidad; el paso lo concreta, aunque el libro habla de autoridad mas que de recursos.
DK2-026	OPERATIVO	L1756-L1756	Their similarity is entirely in the eye of you, the retrospective beholder.		Recordar que cada fragmento tiene su propio contexto y que su supuesta similitud esta en los ojos de quien mira en retrospectiva.	El libro afirma que la similitud entre fragmentos la construye el observador retrospectivo; verificarlo concreta esa advertencia en su misma direccion.
DK2-073	OPERATIVO	L1704-L1739	micro-matching fragments of behavior with these various standards explains nothing--it only judges.		No usar 'estandares de buena practica' identificados a posteriori para explicar la conducta: no explican nada, solo juzgan.	El paso va en la direccion del libro, pero 'como unica explicacion' suaviza lo que el libro sostiene: esos estandares no explican la conducta (L1739 'it does not explain the observed behavior'). No hay pasaje que los admita como explicacion parcial; el texto fiel quita ese matiz.
DK2-089	FIEL	L1725-L1729	data availability: what can be shown to have been physically available somewhere in the situation; data observability: what would have been observable given the features of the interface and the multiple interleaving tasks			Es la distincion del libro entre disponibilidad y observabilidad de los datos, parafraseada.
DK2-032	OPERATIVO	L2018-L2022	explanatory factors which explain the data from one particular sequence of events; change factors that are levers for improvement or prevention.		Distinguir los factores explicativos (los que explican los datos de esa secuencia de hechos) de los factores de cambio.	El libro pide diferenciar factores explicativos y de cambio; listar los explicativos es un paso previo que concreta esa distincion.
DK2-037	OPERATIVO	L2028-L2028	The change factor came when someone identified that more than 80 percent of the injuries occurred during unscheduled maintenance along the dusty roads of the mine		Buscar, como en el caso de la mina, patrones sobre donde o cuando ocurren la mayoria de los incidentes que apunten a una palanca real de mejora.	El ejemplo de la mina muestra que el factor de cambio salio de ver donde ocurria la mayoria de las lesiones; convertirlo en paso concreta el ejemplo sin datos nuevos.
DK2-030	OPERATIVO	L604-L608	The challenge is to create a culture of accountability that encourages learning. Every step toward accountability that your organization takes should serve that goal.		Crear una cultura de accountability que fomente el aprendizaje: cada paso hacia la accountability debe servir a ese fin.	El libro no plantea un balance entre dos fuerzas sino una accountability al servicio del aprendizaje; el paso va en su misma direccion y lo concreta.
DK2-043	CONTRARIO	L604-L631	there is no pre-existing line between the categories. There are only people who draw it. Categories into which we put human and social features are infinitely negotiable.	Criterios claros de conducta sancionable frente a error del sistema	En lugar de fijar categorias de conducta sancionable, construir la justicia en la respuesta a cada incidente: preguntar que es responsable y no quien, implicar a quienes conocen los detalles del trabajo, explorar la justicia restaurativa, pasar a una accountability orientada al futuro y apoyar a las segundas victimas.	El libro desaconseja los programas de cultura justa basados en categorias y arboles de culpabilidad: no hay linea preexistente, se negocia sin fin y puede servir para despedir. Busque apoyo a definir criterios de sancion y no lo hay; solo 'justice can never be imposed. It can only be bargained'.
DK2-060	OPERATIVO	L582-L590	In contrast, more incriminating forms of accountability actually retard this very quality. It robs from people the incentive to tell stories in the first place.		Montar sistemas de reporte, por ejemplo confidenciales, en los que contar lo ocurrido no exponga a la persona a represalias.	El libro recomienda reporte confidencial y advierte que la accountability incriminatoria frena el reporte; el paso concreta esa idea en su misma direccion.
DK2-078	OPERATIVO	L1880-L1888	Combine this with a system that, in many aircraft, never warns pilots that their spoilers are not armed; a spoiler handle that sits over to one side of the center cockpit console, obscured for one pilot by power levers		Buscar en el sistema, como en el caso de los spoilers, las alarmas que faltan y los mandos o indicaciones poco claros que difuminan la frontera entre error humano y fallo mecanico.	El ejemplo de los spoilers muestra alarmas ausentes y mandos ambiguos; identificarlos concreta el ejemplo en su misma direccion.
DK2-082	OPERATIVO	L499-L499	The less discretionary space people have in their work (that is, the less room they have to adjust their styles, their communication around it, their input into it, their attention to it), the more this responsibility would probably fall on the organization.		Valorar cuanto margen discrecional tiene la persona para ajustar su forma de trabajar, porque cuanto menor sea, mas responsabilidad del desajuste recae en la organizacion.	El libro usa el espacio discrecional para decidir de quien es la responsabilidad del desajuste; evaluarlo concreta el texto sin datos nuevos.
DK2-095	OPERATIVO	L3285-L3285	a decision process where people can participate and which they feel is something they have contributed to.		Dar al equipo un proceso de decision en el que pueda participar y sentir que ha contribuido.	El libro lista ese atributo de los equipos de alto desempeno y lo propone para el trabajo de seguridad; aplicarlo a las decisiones de seguridad lo concreta.
