id	veredicto	lineas	frase_clave	dato	texto_fiel	razon
FX1-013	CONTRARIO	L181-L185	Use pressure-sensitive plastic tape, water-activated paper tape (minimum 60-lb. grade), or water-activated reinforced tape that is at least 2" wide. / Do not use cellophane tape, duct tape, masking tape, string, or rope to seal packages.	Descartar la cinta de papel engomado: el libro la acepta (water-activated paper tape); tampoco menciona la envoltura de papel.	Descarta cinta de celofan, cinta de ducto, cinta de enmascarar, cordel o soga como metodo de sellado.	La cinta de papel engomado es cinta de papel activada con agua, que el libro admite; el paso desaconseja lo que el libro permite.
FX1-014	FIEL	L531	Place your shipping label on the top of the box to increase the chance of shipment in the preferred orientation.			Parafrasis directa.
FX1-015	ANADIDO	L879; L637	We encourage you to submit a sample of your packaging for testing and evaluation.	Repetir la prueba al cambiar de proveedor de cajas o de relleno: el libro no pone ese disparador.	Envia a prueba una muestra de tu empaque antes de usarlo en tus envios.	Buscados retest, again, change, supplier: el libro no habla de repetir la prueba ante cambios de proveedor o material.
FX1-016	FIEL	L499; L879	We offer complimentary package testing and evaluation services			Servicio de prueba gratuito del courier.
FX1-017	CONTRARIO	L99; L991	For express shipments smaller than 7" x 4" x 2", use a FedEx Express packaging option / smaller than 7" x 4" x 2" (minimum acceptable package size)	Tamano minimo que definas tu: el libro fija el minimo aceptable del courier en 7 x 4 x 2 pulgadas.	Mide el paquete ya armado: si es menor a 7 x 4 x 2 pulgadas, usa un sobre o bolsa del courier o metelo en una caja exterior mas grande; si no, usa caja.	El umbral no lo define el remitente: el libro da un valor fijo del courier; cambiar el umbral es CONTRARIO.
FX1-018	CONTRARIO	L363-L367	Close the liner bag (if used) but do not completely seal it, as the carbon dioxide gas created by the dry ice must be allowed to vent. / Dry ice must never be placed in an airtight container.	Sellar por completo la bolsa interior con hielo seco.	Cierra la bolsa interior sin sellarla por completo antes de tapar la hielera, para que el gas del hielo seco pueda salir.	El libro prohibe sellar por completo; el paso invierte la instruccion y la justifica con una razon falsa.
FX1-019	OPERATIVO	L1307	Secure transmissions and other parts weighing more than 150 lbs. to a forkliftable base compatible with pallet-jack usage. Banding to a pallet or bracing inside a corrugated container helps prevent damage in handling.		En piezas de mas de 150 libras, asegura la pieza a una base apta para montacargas o con flejes a una tarima.	Misma direccion que el libro; "base firme" y "piezas pesadas" dejan vagos la base apta para montacargas y el umbral de 150 lbs, sin cambiarlos.
FX1-020	FIEL	L949	Chipboard or paperboard boxes, paper envelopes, and plastic bags are unacceptable outer packaging.			Parafrasis directa.
FX1-021	ANADIDO	L565	The moisture content of the soil is also an important consideration during shipment. If the soil is too dry, plugs are more likely to spill out of the plastic tray. If the soil is too wet, the corrugated tray may weaken from the moisture.	Humedad del sustrato entre 40 y 50 por ciento.	Ajusta la humedad del sustrato para que no quede ni muy seca ni muy mojada antes de cerrar la bandeja con la almohadilla superior.	Buscados percent, %, moisture, humid: el libro no da ninguna cifra de humedad.
FX1-022	ANADIDO	L201; L469	While we cannot ensure compliance with markings such as "Up" arrows or "This End Up," properly placing the shipping label increases your chance for the preferred orientation.	Etiqueta de 'fragil': el libro no la recomienda ni la menciona.	Si marcas la caja con flechas o 'este lado arriba', ten presente que el courier no garantiza que se respeten.	Buscado fragile: solo aparece para describir articulos, nunca como etiqueta de manejo; el libro solo menciona flechas y This End Up, sin recomendarlas.
FX1-023	ANADIDO	L463	Apply at least three strips of pressure-sensitive adhesive plastic tape that is at least 2" wide to both the top and bottom of the carton.	Tiras adicionales segun el peso del paquete.	Aplica al menos tres tiras de cinta de al menos 2 pulgadas de ancho en la tapa y en el fondo de la caja.	Buscados additional, extra, heav: el libro no vincula el numero de tiras al peso.
FX1-024	FIEL	L181	Use pressure-sensitive plastic tape ... that is at least 2" wide.			2 pulgadas equivalen a unos cinco centimetros.
FX1-025	ANADIDO	L1261	Pack flexplates and flywheels with adequate dunnage such as loosefill peanuts to fill void spaces in double- or triple- corrugated boxes, depending on the weight of the part. Apply "heavy" stickers to boxes exceeding 75 lbs.	Umbral de 40 libras para pasar de doble a triple pared: el libro no fija umbral (75 lbs es para la etiqueta de pesado, otro dato).	Elige caja corrugada de doble o triple pared segun el peso de la pieza.	Buscados 40, forty, triple: el libro deja la eleccion al peso sin cifra.
FX1-026	OPERATIVO	L1225; L1279; L1287	Pad all sharp edges, corners ... / Box cylindrical parts that can be packaged in tubes ... / When preparing irregular-shaped parts for shipment, tape cushioning material securely		Fijate si tu pieza tiene bordes filosos, es cilindrica o tiene forma irregular antes de elegir como acolcharla.	El libro trata cada forma por separado; identificar la forma primero concreta esa logica sin dato nuevo.
FX1-027	FIEL	L949; L1087	Use rigid outer packaging constructed of corrugated fiberboard, wood, metal, or plastic, or other equally strong material			Parafrasis directa.
FX1-028	OPERATIVO	L991	when the sturdy outer packaging of your properly packaged shipment is smaller than 7" x 4" x 2"		Empaca por completo tu envio con su proteccion y mide el paquete terminado antes de decidir el contenedor.	El libro decide sobre el envio ya empacado; el paso lo concreta como paso previo.
FX1-029	FIEL	L127; L95	Consolidate small parts or spillable granular products in a strong sealed container, such as a burlap or sift- plastic bag, then package in a sturdy outer box.			Bolsa dentro de caja exterior resistente.
FX1-030	FIEL	L1317; L1753	require shippers to have job-specific dangerous goods training prior to tendering dangerous goods			Capacitacion previa al despacho.
FX1-031	OPERATIVO	L85	Divide by 139 for U.S., Puerto Rico, and international shipments.		Confirma el divisor de peso dimensional de tu courier (en esta guia, 139 para envios de EE. UU., Puerto Rico e internacionales).	El libro da el divisor del courier; preguntarlo al courier va en la misma direccion.
FX1-032	FIEL	L1225; L1299	Pad and cover pointed and sharp edges with corrugated boards, adequate foam, or air-cellular cushioning material			Parafrasis directa.
FX1-033	CONTRARIO	L719	Fill the bottom of the box with 3" of packing material (e.g., air-cellular cushioning material such as Bubble Wrap® or loosefill peanuts). Do not use crushed paper.	Papel arrugado como relleno del fondo.	Llena el fondo de la caja exterior con 3 pulgadas de plastico de burbujas o cacahuates de relleno, sin papel arrugado, antes de centrar la caja original.	El libro prohibe expresamente el papel arrugado en este paso.
FX1-034	OPERATIVO	L1279	Box cylindrical parts that can be packaged in tubes with adequate dunnage such as padding at the ends and loose- peanuts to prevent puncturing through the end closures.		En piezas cilindricas o tubulares, empacalas en tubos con acolchado en los extremos y cacahuates de relleno.	El libro recomienda tubos; el contraste con "caja con relleno suelto" es del paso (el libro usa relleno suelto dentro del tubo), sin dato nuevo.
FX1-035	OPERATIVO	L501; L879	You and your FedEx account executive should expect testing results via email in approximately five to seven business days / package testing ... that can help you avoid product damage		Espera los resultados de la prueba y ajusta tu empaque segun lo que indiquen.	Ajustar segun el resultado es la consecuencia natural; "grosor de caja o relleno" concreta sin dato nuevo.
FX1-036	OPERATIVO	L203	To avoid scanning issues, do not apply tape over the shipping label.		No pongas cinta sobre la etiqueta de envio, para evitar problemas de escaneo.	El libro solo habla de cinta; "papeles" extiende en la misma direccion.
FX1-037	FIEL	L183; L463	Apply tape evenly across flaps and seams to both the top and bottom of the outer box. Use the H taping method.			La tira central de la H en tapa y fondo.
FX1-038	FIEL	L1745	Refer to the International Air Transport Association (IATA) and International Civil Aviation Organization (ICAO) for the correct identification, classification (including UN or ID number), Proper Shipping Name			Numero UN y nombre de envio.
FX1-039	OPERATIVO	L991; L1139	smaller than 7" x 4" x 2" (minimum acceptable package size)		Confirma el tamano minimo aceptado por tu courier (en esta guia, 7 x 4 x 2 pulgadas); por debajo de el, usa un sobre o bolsa del courier.	El libro da un unico minimo aceptable del courier; preguntarlo va en la misma direccion, aunque el paso supone dos minimos distintos.
FX1-040	OPERATIVO	L525; L315	Secure contents inside the shipping container, because directional arrows cannot always be honored		Asegura el contenido dentro de la caja, porque las flechas de orientacion no siempre se pueden respetar.	El libro manda asegurar el contenido en vez de confiar en las flechas; "acolchado" concreta sin dato nuevo.
FX1-041	FIEL	L201; L1231	Place shipping labels on the package's largest surface. / Place documentation and shipping or routing labels on flat surfaces			Parafrasis directa.
FX1-042	FIEL	L87	Compare the dimensional weight and actual weight.			Parafrasis directa.
FX1-043	OPERATIVO	L87	Your chargeable weight is the greater of the actual weight or the dimensional weight.		Toma el mayor de los dos numeros como el peso por el que te cobraran el envio.	El libro fija el peso cobrable; "antes de cotizar con el cliente" anade contexto comercial sin dato nuevo.
FX1-044	FIEL	L1757-L1787; L1315	Aerosols ... Batteries (lithium and wet) ... Chemicals ... Solvents / flammable paints			Categorias de la lista de mercancias peligrosas comunes.
FX1-045	FIEL	L463	Apply at least three strips ... to both the top and bottom of the carton. Tape all seams or flaps using the H taping method.			Tiras laterales de la H arriba y abajo.
FX1-046	FIEL	L501; L889	Prepare a sample test package including all the packaging components and contents in the exact configuration you intend to send to your customer.			Parafrasis directa.
FX1-047	OPERATIVO	L99	For express shipments smaller than 7" x 4" x 2", use a FedEx Express packaging option, or you can purchase other packaging		Ten a mano, ademas de cajas, un sobre o bolsa del courier para los envios menores a 7 x 4 x 2 pulgadas.	El libro preve dos formatos segun el tamano; tener inventario de ambos concreta sin dato nuevo.
FX1-048	FIEL	L569	Place the pot in a plastic bag and secure the top opening of the bag around the stem of the plant.			Parafrasis directa.
