id	veredicto	lineas	frase_clave	dato	texto_fiel	razon
DK1-057	OPERATIVO	L3539; L3565-L3578; L3074-L3084	Experts and industry officials suggest that rate-based programs may discourage reporting of injuries and illnesses		Deja de gestionar la seguridad con programas basados en tasas de incidentes y metas numéricas; atiende a las variables de control (lo que la gente hace) y a inteligencia de seguridad utilizable, como la erosión de márgenes o la brecha entre trabajo imaginado y real.	El libro critica los programas basados en tasas y las metas numéricas y propone variables de control e inteligencia cualitativa; 'métricas de proceso' es una concreción en esa dirección.
DK1-059	ANADIDO	L3525-L3525	Worried that some workers feared even raising their hand in response to the question, the union representative asked a subsequent group to write “yes” on a piece of paper if they were afraid to report injuries.	Entrevistas anónimas como herramienta para evaluar el clima de reporte: el libro no las propone; relata que un representante sindical preguntó a mano alzada y luego pidió escribir 'yes' en un papel.	Pregunta a tus trabajadores si temen reportar lesiones, de forma que no se expongan (en el ejemplo del libro, escribiendo 'sí' en un papel en lugar de levantar la mano), y pregunta por qué.	La idea de sondear el miedo a reportar está en el libro, pero la herramienta concreta 'entrevistas anónimas' no aparece.
DK1-062	OPERATIVO	L3535-L3546	Each month that no one reports an injury, all workers receive prizes, such as $50 gift certificates. If someone reports an injury, no prizes are given that month.		Abandona los premios de grupo que se pierden si alguien reporta una lesión: suprimen el reporte y dañan la cohesión social por la presión de los compañeros.	El libro critica esos premios grupales y sus efectos (L3546, L3691); no dice literalmente 'eliminar', pero el paso concreta en su dirección.
DK1-064	OPERATIVO	L646-L646; L519	These groups do not have the same intimate knowledge of the work they are judging, and they may also have incentives to build a story that puts the practitioner at a disadvantage.		Evita que quienes juzgan sin conocer los detalles del trabajo (supervisores, inspectores, policía, jueces) sean los únicos que determinen la respuesta; incluye a personas que conozcan esos detalles y tengan credibilidad ante los practicantes.	El libro advierte que quienes juzgan a menudo no conocen el trabajo; el libro incluye también a supervisores, no solo a externos. Concreción en la misma dirección.
DK1-067	OPERATIVO	L3123-L3130	The more that safety processes and protocols are developed or enforced bureaucratically by those who are at a distance from the operation, the more they become “fantasy documents.”		Revisa si los procesos y protocolos de seguridad guardan relación con el trabajo real y la pericia operativa o se han vuelto 'documentos de fantasía'.	El libro describe los documentos de fantasía como riesgo de la burocracia; 'auditar' es una forma operativa de detectarlos, sin datos nuevos.
DK1-070	OPERATIVO	L3535-L3535	But the vest identified the worker as the safety problem. Worse, it stigmatized the worker, alerting to colleagues that he/she lost everybody their prizes.		Abandona prácticas que señalen al trabajador lesionado como el problema de seguridad, como obligarle a llevar un chaleco fluorescente que lo identifica ante sus compañeros.	El libro critica el chaleco que estigmatiza al lesionado; 'eliminar' esas prácticas es la consecuencia operativa.
DK1-071	CONTRARIO	L591-L591	Confidential means that the reporter is known, but only, for example, for safety people--not to people who could create career jeopardy (for example, supervisors, line managers).	Que el supervisor directo conozca la identidad del reportante; el libro dice que en el reporte confidencial la identidad la conoce solo, por ejemplo, la gente de seguridad, y no los supervisores ni los mandos de línea.	Configura el reporte confidencial para que la identidad del reportante la conozca solo, por ejemplo, la gente de seguridad, y no quienes pueden poner en riesgo su carrera (supervisores, mandos de línea).	El paso invierte la definición del libro; ningún pasaje apoya que el supervisor conozca la identidad.
DK1-073	OPERATIVO	L3111-L3111; L3578	Safety bureaucracies are often organized around lagging indicators: measuring that which has already been. The predictive value of most lagging indicators is known to be poor.		Revisa si tu gestión de seguridad se organiza alrededor de indicadores rezagados (que miden lo que ya pasó), cuyo valor predictivo es pobre.	El libro solo nombra los indicadores rezagados y su pobre valor predictivo; no habla de indicadores adelantados ni de una proporción, pero evaluar el peso de los rezagados va en su dirección.
DK1-074	OPERATIVO	L3758-L3758	Unsafe systems typically kill or gravely injure one in ten to 1,000 people per activity. Safer systems one in 10,000, safe systems one in 100,000 and ultra-safe systems one in 1,000,000 or better.		Determina en qué banda de seguridad está tu actividad (insegura, más segura, segura, ultra segura) según cuántas personas mata o hiere gravemente por actividad: de 1 en 10 a 1 en 1.000, 1 en 10.000, 1 en 100.000, o 1 en 1.000.000 o mejor.	El libro define las bandas por tasas de muertes o lesiones graves y dice que las acciones dependen de lo seguro que ya sea el sistema; determinarlo con datos es la concreción.
DK1-075	OPERATIVO	L3758-L3768	And the sorts of things you might want to recommend these systems to do to become safer should depend on where they are at that moment.		Elige la estrategia que corresponde a esa banda: competencia de los practicantes (insegura), estandarización y cumplimiento (más segura), compromiso de la dirección, monitoreo y reporte de incidentes (segura), o comprensión del trabajo normal y de la resiliencia (ultra segura).	El paso recoge tres de las cuatro estrategias del libro y omite la de los sistemas ultra seguros, donde el reporte de incidentes puede dejar de ayudar (L3766).
DK1-076	OPERATIVO	L2381-L2381; L2371	Yet in a speed tape, this principle is violated: it is the scale that moves and the pointer that remains fixed.		Ten en cuenta que un display que viola el principio de la parte móvil (se mueve la escala y el puntero queda fijo) tiene costes para la vigilancia; al cambiarlo, recuerda que ningún diseño es neutral y todo cambio abre nuevas vías de fallo.	El libro describe la violación y sus costes pero no prescribe rediseñar ni pone la condición 'cuando afecten la seguridad'; el paso concreta en la línea de cambiar las herramientas (L138).
DK1-082	OPERATIVO	L1890-L1890; L2437; L2447	He thus bought enough time to devote to subsequent tasks such as selecting landing flaps and capturing the glide slope.		Estudia cómo los practicantes adaptan los procedimientos de forma localmente pragmática (como el piloto que armaba los spoilers cuatro segundos después de bajar el tren) para ganar tiempo para las tareas concurrentes.	El libro muestra adaptaciones hechas con experiencia para manejar tareas concurrentes; analizarlas es la concreción en la misma dirección.
DK1-084	OPERATIVO	L3768-L3768	You want to peg your investments in safety to the level of safety the particular activity has already attained.		Ajusta tus inversiones en seguridad al nivel de seguridad que la actividad ya ha alcanzado.	El libro habla del nivel de seguridad alcanzado, no de 'madurez'; el cambio de término no aporta dato nuevo.
DK1-086	OPERATIVO	L1944-L1944; L1973-L1981; L1118	In order to push a well-defended system over the edge (or make it work safely), a large number of contributory factors are necessary and only jointly sufficient.		Documenta los múltiples factores contribuyentes (organizacionales, técnicos, humanos), cada uno necesario y solo conjuntamente suficientes, empezando por el extremo romo, por ejemplo con un diagrama de flujo.	El libro habla de muchos factores necesarios y solo conjuntamente suficientes; 'exhaustivamente' va más allá, pues el libro dice que los datos nunca se agotan (L1118) y propone un diagrama de flujo.
DK1-090	OPERATIVO	L3764-L3766; L2757-L2761; L3753	In these safe systems, incident reporting is worthwhile, as the ingredients of incidents (dress rehearsals) tend to show up in accidents.		Aprende de los cuasi-accidentes: en sistemas seguros sus ingredientes tienden a aparecer en los accidentes, pero cuanto más seguro es el sistema menos vale la hipótesis de causas comunes, y en los ultra seguros hay que mirar el trabajo normal.	El libro apoya aprender de los cuasi-accidentes (L3753, L3764) pero advierte que la hipótesis de causas comunes pierde valor en sistemas muy seguros (L2761); el paso omite esa condición.
DK1-091	FIEL	L3254-L3254	that they don’t worry, as their first priority, about their own liability or how to reduce it.			El libro incluye como rasgo de la presencia auténtica no preocuparse en primer lugar por la propia responsabilidad legal.
DK1-093	OPERATIVO	L2592-L2596; L2515	Sure, we can compare our outside/hindsight knowledge of the situation with operators’ inside knowledge. Of course we are going to know more, or at least different things, about what turned out to be critical. But that is not a useful norm.		No uses lo que sabes ahora como norma para juzgar lo que sabía quien decidió en ese momento: esa diferencia no explica nada y te hace arrogante e ignorante.	El libro no prohíbe comparar, dice que esa comparación no sirve como norma; el paso lo concreta en la misma dirección.
DK1-094	OPERATIVO	L129-L133	Observed ‘human errors’ were not errors to those “committing” them.		Ten en cuenta que distintos observadores (controladores que hacen el trabajo frente a psicólogos) clasifican de forma distinta el mismo comportamiento, y que lo que otros ven como error puede ser una estrategia deliberada de quienes hacen el trabajo.	El libro relata el estudio de Hollnagel y Amalberti; convertirlo en una comparación a realizar es una concreción en la misma dirección.
DK1-096	ANADIDO	L572-L578	then it could be more profitable to talk to the person in question and ask him to write up his account of what happened and why. And then to publish this account widely throughout the company.	Plazo máximo de 48 horas tras el incidente: el libro no da ningún plazo (buscado 48, forty-eight, hours after).	Pide a la persona involucrada que redacte su relato de lo ocurrido y por qué, y publícalo ampliamente en la empresa; si la persona acepta, la dirección abandona otras exigencias de rendición de cuentas o castigo.	La acción es del libro, pero el plazo de 48 horas no aparece en él.
DK1-098	OPERATIVO	L7-L7; L161	Leave those conditions in place, and the same bad outcome may happen again--no matter how many sanctions you impose, posters you put up or safety attitude campaigns you launch.		Anota casos en que sancionar o deshacerse de alguien no quitó las condiciones que dieron lugar al problema y el mismo mal resultado volvió a ocurrir.	El libro sostiene que culpar o sancionar no quita las condiciones y el mal resultado se repite; anotar casos es una concreción en la misma dirección.
DK1-100	OPERATIVO	L3567-L3569; L3585	Zero vision implies that everything is preventable, otherwise ‘zero’ would be a nonsensical ambition.		No dejes que el compromiso con cero te lleve a suponer que todo era prevenible: eso estigmatiza a los involucrados, malgasta recursos de investigación y puede tener implicaciones legales.	El libro advierte que la visión cero implica que todo es prevenible y sus efectos; el paso lo convierte en una pauta de conducta en la misma dirección.
DK1-102	FIEL	L1510-L1510	The ebb and flow of work. Talk gets busier toward the end.			El libro señala en la línea de tiempo de alta resolución el flujo del trabajo y que la conversación se acelera hacia el final.
DK1-107	OPERATIVO	L469-L488	This makes it impossible to compare their accident rates and say that some, because of personal characteristics, are more accident-prone than others.		No uses registros individuales de accidentes ni perfiles de propensión para decidir contrataciones o despidos: los trabajadores no están expuestos al mismo riesgo y la propensión depende mucho más de las herramientas, las tareas y las situaciones que de rasgos personales.	El libro desacredita la propensión al accidente y la tarjeta personal para contratar y despedir; el matiz 'sin análisis contextual' suaviza lo que el libro rechaza, pero va en su dirección.
DK1-109	FIEL	L2553-L2553; L2077	And given that you have to, you might as well try your best to stand on the inside of the tunnel rather than on the outside, in hindsight.			El libro pide esforzarse por situarse dentro del túnel, desde la posición de quien decidía sin conocer el resultado.
DK1-110	OPERATIVO	L3362-L3398	Studies culture with qualitative methods such as observations, interviews, discussions, document study / Studies culture with quantitative methods such as surveys, measurements, questionnaires		Reconoce qué visión de la cultura de seguridad tiene tu organización, por ejemplo si la estudia con métodos cualitativos (observaciones, entrevistas, discusiones, estudio de documentos: interpretivista) o cuantitativos (encuestas, mediciones, cuestionarios: funcionalista).	La tabla 7.1 asocia los métodos a cada visión y el libro invita a reconocer la de tu organización; evaluar los métodos en uso es una concreción directa.
